Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
2054	IGLL5	CPEB2(-0.51),G3BP2(-1.59),HNRNPA1L2(-1.89),KHDRBS2(0.3),KHDRBS3(-0.58),MSI1(-1.59),PABPC5(-0.59),PCBP3(-0.58),QKI(-0.84),RBFOX1(0.93),RBM41(-0.85),SAMD4A(0.6),SRSF2(-1.15),TARDBP(1.08),YBX1(0.87),YBX2(-0.45)	-0.73	2.46	Breast - Mammary Tissue	Yes
3284	KLK6	PABPC3(-0.5)	-2.56	0	Breast - Mammary Tissue	Yes
39085	COL17A1	A1CF(0.09),ANKHD1(0.7),DAZAP1(-0.26),ENOX1(0.1),FUS(-0.23),FXR1(0.26),G3BP2(-0.31),HNRNPC(0.05),HNRNPCL1(-0.24),HNRNPH1(-0.44),HNRNPK(-0.27),HNRNPL(0.24),IGF2BP2(0.15),KHDRBS1(0.47),MATR3(-0.27),MBNL1(0.2),PABPC5(-0.24),PCBP2(-0.25),RBFOX1(-0.11),RBM28(-0.26),RBM41(-0.28),RBM42(0.22),RBM8A(0.33),RBP1(0.23),SAMD4A(-0.14),SF1(0.47),SNRNP70(0.24),SRSF1(0.12),SRSF7(-0.19),TARDBP(-0.81),YBX1(0.16)	2.01	0	Breast - Mammary Tissue	Yes
20236	PODNL1		-1.45	0	Breast - Mammary Tissue	Yes
29450	SDC1	ANKHD1(-0.65),CNOT4(0.41),CPO(-0.17),ENOX1(0.13),FMR1(0.6),FUS(0.33),FXR2(0.24),HNRNPA1(-0.19),HNRNPM(-0.43),IGF2BP2(-0.18),KHDRBS1(-0.36),RBM6(-0.22),RBMS3(-0.29),SART3(-0.72),SFPQ(0.34),SRP54(-0.27),TUT1(0.23)	1.36	0	Breast - Mammary Tissue	Yes
30134	CDH3	A1CF(-0.72)	-3.13	0	Breast - Mammary Tissue	Yes
39087	COL17A1	A1CF(0.09),ANKHD1(-0.4),CPEB2(-0.16),CPEB4(0.22),CPO(-0.21),DAZAP1(-0.63),FMR1(-0.62),FUS(-0.28),FXR2(-0.54),HNRNPA1(-0.34),HNRNPA1L2(0.58),HNRNPA2B1(0.39),HNRNPC(0.07),HNRNPCL1(-0.54),HNRNPH2(0.29),HNRNPK(-0.5),KHDRBS2(0.14),KHDRBS3(0.2),MBNL1(-0.21),PABPC1(-0.39),PABPC4(0.44),PABPC5(-0.29),PCBP1(0.19),PCBP3(-0.11),PPRC1(-0.33),QKI(0.56),RBM3(-0.19),RBM38(0.19),RBM4(0.34),RBM42(0.37),RBM5(-0.48),RBM6(0.21),RBM8A(0.35),RBMS1(0.2),RBMS3(-0.25),RBP1(0.43),SAMD4A(0.4),SRP54(-0.25),SRSF1(-0.24),SRSF10(0.55),SRSF2(-0.74),TUT1(0.26),U2AF2(0.62),YBX1(-0.19),YBX2(-0.19),ZC3H10(0.31),ZC3H14(0.46)	1.6	-0.39	Breast - Mammary Tissue	Yes
33995	SOX10		-2.57	0	Breast - Mammary Tissue	Yes
39086	COL17A1		-3.51	0	Breast - Mammary Tissue	Yes
24018	WNK2	FXR1(0.22),HNRNPC(0.09),PABPC4(-0.26),PABPN1(-0.33),RBM28(0.25),RBM3(0.23),RBMS3(-0.22),SNRNP70(0.42),U2AF2(-0.43),ZC3H10(0.28)	1.18	0	Breast - Mammary Tissue	Yes
7326	TNS4		-3.77	0	Breast - Mammary Tissue	Yes
3283	KLK6	PCBP1(0.88)	-2.68	0	Breast - Mammary Tissue	Yes
1386	PROM1	ANKHD1(0.4),ENOX1(0.32),FMR1(0.4),G3BP2(-0.36),HNRNPA1L2(-0.68),HNRNPCL1(0.44),HNRNPF(-0.57),IGF2BP2(-0.33),KHDRBS1(0.5),MATR3(-0.58),MBNL1(0.33),MSI1(0.47),PABPN1(-0.44),PPRC1(0.37),PUM2(-0.5),RBFOX1(-0.14),RBM3(-0.21),RBM38(0.29),RBM4(-0.44),RBM45(-0.12),RBMS3(-0.31),SAMD4A(0.18),SF1(-0.72),SRSF10(0.41),TUT1(-0.26),YBX1(-0.23),ZNF638(0.57)	1.95	0	Breast - Mammary Tissue	Yes
4218	LTF	CPEB2(0.07),CPEB4(-0.15),DAZAP1(0.37),ENOX1(-0.06),FXR2(0.22),HNRNPA1L2(0.2),HNRNPC(-0.1),HNRNPCL1(0.19),HNRNPH1(-0.55),HNRNPM(0.26),HNRNPU(0.29),IGF2BP3(0.08),KHDRBS1(-0.36),KHDRBS3(-0.12),LIN28A(0.06),MATR3(-0.32),MBNL1(0.15),PABPC1(-0.23),PABPN1(-0.36),PCBP2(0.32),PPRC1(-0.36),PTBP1(-0.42),RALY(-0.13),RBFOX1(-0.06),RBM24(0.21),RBM3(-0.16),RBM4(-0.27),RBM42(-0.29),RBM45(0.04),RBM46(-0.34),RBM6(-0.15),RBM8A(0.22),RBMS1(0.36),SAMD4A(0.18),SRSF2(-0.17),TARDBP(0.74),TIA1(0.84),U2AF2(0.32),YBX1(-0.34),YBX2(-0.08),ZCRB1(0.19)	2.09	-0.56	Breast - Mammary Tissue	Yes
20239	PODNL1	KHDRBS3(0.66),PABPC3(-0.38),RBM28(-0.66),RBM45(0.26),SNRNP70(-1.04)	0	1.67	Breast - Mammary Tissue	Yes
4966	BCL11A	FXR2(1.05)	0	0	Breast - Mammary Tissue	Yes
28720	FER1L4	CNOT4(0.43),ENOX1(0.18),ESRP2(0.37),HNRNPC(0.13),HNRNPF(-0.45),KHDRBS2(0.13),MBNL1(0.36),PABPC3(-0.18),PABPC4(0.31),PABPC5(-0.27),PPRC1(0.64),RBM45(0.1),SART3(-0.7),SRSF10(0.64),SRSF2(-0.36)	0.65	0	Breast - Mammary Tissue	Yes
27995	MZB1	A1CF(-0.09),ANKHD1(-0.5),DAZAP1(-0.27),ESRP2(-0.54),FXR1(-0.33),HNRNPA1(-0.5),HNRNPA1L2(-0.61),HNRNPA2B1(0.39),HNRNPCL1(0.3),HNRNPF(-0.42),HNRNPL(0.36),IGF2BP2(-0.16),IGF2BP3(0.26),KHDRBS1(0.7),KHDRBS2(0.09),LIN28A(0.13),MBNL1(-0.39),MSI1(0.2),PABPC1(0.34),PABPC3(-0.16),PCBP2(-0.47),PCBP3(-0.11),PTBP1(0.53),RBFOX1(0.1),RBM24(0.14),RBM41(-0.51),RBM42(-0.22),RBM45(-0.05),RBM8A(0.3),RBMS1(-0.44),RBMS3(0.46),SAMD4A(0.19),SF1(0.45),SNRPA(0.44),SRP54(0.36),SRSF10(-0.54),SRSF7(-0.25),SRSF9(-0.43),TUT1(-0.2),YBX1(0.46),ZCRB1(-0.23),ZNF638(0.57)	1.27	-0.35	Breast - Mammary Tissue	Yes
22298	BBOX1	G3BP2(-1.1),HNRNPA1L2(-1),HNRNPH1(-1.46)	-2.37	0	Breast - Mammary Tissue	Yes
9978	EHF	FXR2(1.03),HNRNPF(-1.12),RBM41(-1.15)	-3.41	0	Breast - Mammary Tissue	Yes
22269	ATP6V1B1	CPEB2(0.19),CPEB4(0.23),DAZAP1(-0.52),ESRP2(0.34),FMR1(-0.55),FXR1(-0.24),FXR2(-0.65),HNRNPA1(0.13),HNRNPC(0.11),HNRNPH1(0.27),HNRNPL(0.18),HNRNPM(-0.24),HNRNPU(-0.55),KHDRBS1(0.46),KHDRBS2(-0.04),KHDRBS3(0.1),MATR3(0.53),MBNL1(-0.37),PABPN1(0.37),PCBP1(0.17),PCBP2(-0.48),PPRC1(-0.34),PTBP1(0.23),PUM2(0.38),QKI(0.15),RBM24(-0.19),RBM28(0.2),RBM3(0.2),RBM38(0.4),RBM4(0.27),RBM41(-0.19),RBM42(0.15),RBM45(-0.04),RBM46(0.26),RBMS1(0.16),RSF1(-0.74),SAMD4A(0.17),SART3(0.62),SF1(0.51),SFPQ(-0.28),SNRPA(0.34),SRP54(-0.25),SRSF1(-0.13),SRSF10(-0.4),SRSF2(-0.24),SRSF7(-0.27),SRSF9(-0.33),TIA1(-0.38),TUT1(-0.18),U2AF2(0.31),YBX1(0.31),YBX2(-0.4),ZC3H10(0.31),ZC3H14(0.72),ZCRB1(-0.23)	0.52	-0.28	Breast - Mammary Tissue	Yes
34151	LAD1	CPEB4(-0.26),FXR1(-0.46),G3BP2(-0.34),HNRNPA1(-0.37),HNRNPA1L2(0.45),HNRNPF(-0.72),HNRNPH2(0.61),HNRNPU(0.47),PABPC5(-0.24),PCBP1(-0.47),PUM2(0.59),RBM28(-0.3),RBM3(0.26),RBM38(-0.34),RBM4(0.53),RBM45(0.14),RBM46(0.68),RBM6(0.33),RBMS3(0.28),RBP1(0.61),SNRNP70(-0.52),SNRPA(-0.46),TIA1(-0.51),YBX1(0.31),YBX2(0.22)	1.21	0	Breast - Mammary Tissue	Yes
5296	TMPRSS2	A1CF(-0.8)	-2.7	0	Breast - Mammary Tissue	Yes
28474	DRD2	PCBP1(0.94),RBM38(0.84),TIA1(-1.3)	-1.85	0	Breast - Mammary Tissue	Yes
24598	CRISPLD1		-2.78	0	Breast - Mammary Tissue	Yes
24020	WNK2		-3.14	0	Breast - Mammary Tissue	Yes
6020	ABCC3	A1CF(-0.64),HNRNPCL1(1.52),RBM38(1.14)	-2.06	0	Breast - Mammary Tissue	Yes
12125	FGFR2	DAZAP1(1.04),ESRP2(-1.94),FXR2(0.72),G3BP2(-0.81),HNRNPF(-0.95),KHDRBS3(0.53),PCBP3(-0.51),RALY(-0.78),RBM24(0.53),SAMD4A(-0.63),SFPQ(1.1),SRSF1(0.7)	0	1.84	Breast - Mammary Tissue	Yes
22764	PRSS8	RBM38(0.91)	-3.33	0	Breast - Mammary Tissue	Yes
30788	KLK7	FXR2(0.94),HNRNPCL1(1.46),RBM38(0.96),SAMD4A(-0.67),TUT1(-1)	-1.93	0	Breast - Mammary Tissue	Yes
22927	LGR6	G3BP2(-1.14)	-2.41	0	Breast - Mammary Tissue	Yes
31566	SCG5		-2.26	0	Breast - Mammary Tissue	Yes
18737	TCF7	CPO(0.12),FMR1(0.38),FXR2(0.3),G3BP2(-0.26),HNRNPA1(0.28),HNRNPCL1(0.37),KHDRBS2(-0.12),KHDRBS3(-0.15),RBM42(0.22),RBM8A(0.28),SRP54(0.44),U2AF2(0.62),YBX1(-0.23),ZC3H10(-0.23),ZCRB1(-0.18),ZNF638(-0.97)	0.87	0	Breast - Mammary Tissue	Yes
20335	ENTPD2		-2.6	0	Breast - Mammary Tissue	Yes
950	ELF5	PABPC5(-0.66),SAMD4A(-0.82),SFPQ(1.2)	-3.86	0	Breast - Mammary Tissue	Yes
10440	DTNB		-2.02	0	Breast - Mammary Tissue	Yes
6021	ABCC3	ANKHD1(-0.26),CPEB4(-0.14),ENOX1(0.14),ESRP2(-0.31),G3BP2(0.24),HNRNPL(0.3),KHDRBS1(-0.23),MATR3(-0.36),MBNL1(-0.2),MSI1(0.18),PABPC4(-0.14),RALY(-0.22),RBM28(-0.27),RBM4(0.32),RBM46(-0.28),RBM5(-0.52),SNRNP70(0.3),SRP54(0.24),SRSF2(0.24),ZCRB1(-0.12)	1	0	Breast - Mammary Tissue	Yes
20240	PODNL1	ESRP2(-1.25),MATR3(1.31)	-2	0	Breast - Mammary Tissue	Yes
18736	TCF7	CPEB2(0.22),FXR2(0.28),HNRNPC(-0.1),HNRNPCL1(0.46),KHDRBS2(-0.11),KHDRBS3(-0.25),MBNL1(0.3),MSI1(-0.27),PABPC4(0.19),PCBP1(-0.28),RBFOX1(0.1),RBM24(-0.25),RBM3(-0.16),RBM4(-0.39),RBM42(0.22),RBM45(-0.09),RBM46(-0.48),RBM8A(0.32),RBMS1(0.39),RBP1(-0.18),SF1(0.44),SFPQ(-0.38),SRP54(0.45),TIA1(0.53),U2AF2(0.46),ZCRB1(-0.22),ZNF638(-0.71)	1.08	0	Breast - Mammary Tissue	Yes
30648	KRT23	RBM38(0.94)	-3.09	0	Breast - Mammary Tissue	Yes
12042	COBL	FXR2(0.91),G3BP2(-1.57),HNRNPH2(1.09)	0	0	Breast - Mammary Tissue	Yes
35048	NPM2	FXR2(0.94),HNRNPCL1(1.59),HNRNPH1(-1.39)	-2.29	0	Breast - Mammary Tissue	Yes
12899	NSG1	A1CF(-0.51)	-2.12	0	Breast - Mammary Tissue	Yes
3958	ITGB6	CPEB2(0.3),CPEB4(-0.23),CPO(0.19),HNRNPF(0.5),HNRNPH2(-0.46),IGF2BP3(-0.17),PABPC5(-0.32),RBFOX1(0.17),RBM24(-0.28),RBM3(-0.3),RBMS1(0.48),RBP1(0.28),RSF1(0.8),SAMD4A(-0.22),SF1(0.63),SRSF9(0.35),YBX2(-0.24),ZNF638(-0.75)	1.44	0	Breast - Mammary Tissue	Yes
20597	SCNN1A	A1CF(-0.75),RBFOX1(0.61),RBM38(0.89),ZCRB1(-0.61)	-3.1	0	Breast - Mammary Tissue	Yes
12898	NSG1	A1CF(-0.49),FXR2(0.86)	-2.18	0	Breast - Mammary Tissue	Yes
15267	KRT15	A1CF(0.16),ANKHD1(-0.28),CNOT4(0.61),CPEB2(-0.16),CPEB4(-0.09),CPO(-0.18),DAZAP1(0.28),ENOX1(0.27),ESRP2(0.4),FMR1(0.74),FUS(-0.32),FXR1(-0.71),FXR2(-0.45),G3BP2(0.42),HNRNPA1(0.06),HNRNPA1L2(0.46),HNRNPA2B1(-0.42),HNRNPC(0.13),HNRNPCL1(-0.75),HNRNPF(0.46),HNRNPH1(-0.92),HNRNPH2(-0.43),HNRNPK(0.06),HNRNPM(0.78),HNRNPU(0.72),IGF2BP2(-0.22),IGF2BP3(-0.12),KHDRBS1(-0.98),KHDRBS2(0.21),KHDRBS3(-0.07),LIN28A(0.14),MATR3(-0.62),MSI1(0.22),PABPC1(-0.37),PABPC3(0.11),PABPC4(-0.08),PABPC5(-0.14),PABPN1(-0.49),PCBP1(-0.74),PCBP2(1.14),PCBP3(-0.06),PPRC1(0.16),PTBP1(-0.29),PUM2(-0.16),QKI(0.62),RALY(0.54),RBFOX1(-0.07),RBM24(-0.17),RBM3(0.39),RBM38(0.44),RBM4(0.4),RBM41(0.13),RBM42(0.66),RBM45(0.09),RBM46(0.23),RBM5(-1.78),RBM6(0.45),RBM8A(0.63),RBMS1(0.42),RBMS3(-0.38),RBP1(0.19),SART3(-0.27),SF1(0.32),SFPQ(-0.4),SNRNP70(0.21),SNRPA(-0.17),SRP54(-0.29),SRSF10(-0.59),SRSF2(0.33),SRSF7(-0.58),SRSF9(-0.68),TARDBP(0.7),TIA1(0.76),TUT1(-0.37),U2AF2(0.14),YBX1(-0.53),YBX2(-0.35),ZC3H10(0.4),ZC3H14(-0.16),ZCRB1(0.22),ZNF638(0.6)	1.61	0.6	Breast - Mammary Tissue	Yes
949	ELF5	IGF2BP3(0.51),PABPC1(0.97),PABPN1(1.65),RBM45(0.3)	-3.66	0	Breast - Mammary Tissue	Yes
15076	MUC16	ESRP2(-1.17)	-1.14	0	Breast - Mammary Tissue	Yes
13491	PRSS16	A1CF(-0.72),G3BP2(-1.04),RBM38(0.9)	-3.31	0	Breast - Mammary Tissue	Yes
14050	ARFGAP2	CPO(0.05),ENOX1(-0.07),ESRP2(-0.54),FMR1(0.18),FUS(-0.3),FXR1(0.16),HNRNPA1(0.12),HNRNPC(0.06),HNRNPH2(0.15),HNRNPK(0.29),IGF2BP2(-0.09),KHDRBS2(0.04),LIN28A(0.06),MATR3(-0.22),MBNL1(-0.21),MSI1(-0.21),PABPC1(-0.11),PABPC4(0.18),PCBP1(-0.08),PCBP2(-0.22),PCBP3(0.09),PTBP1(-0.31),QKI(0.17),RALY(0.12),RBFOX1(0.06),RBM3(-0.08),RBM38(0.15),RBM4(-0.32),RBM41(-0.09),RBM45(-0.05),RBM46(-0.25),RBM5(0.34),RBM6(-0.1),RBM8A(-0.13),RBMS1(-0.09),RBP1(0.11),SRP54(-0.22),SRSF10(-0.21),SRSF7(0.12),TARDBP(0.19),TUT1(0.09),U2AF2(0.46),ZCRB1(-0.08)	0	0.43	Breast - Mammary Tissue	Yes
20598	SCNN1A	A1CF(-0.74),RBFOX1(0.6),RBM38(0.89)	-2.89	0	Breast - Mammary Tissue	Yes
29903	ITGB4	CPEB2(-0.24),CPEB4(0.09),CPO(-0.1),DAZAP1(-0.17),ENOX1(0.11),ESRP2(0.87),FMR1(0.17),FXR2(-0.1),G3BP2(-0.12),HNRNPA1(-0.1),HNRNPA1L2(-0.18),HNRNPC(0.04),HNRNPF(-0.3),HNRNPH1(0.25),HNRNPH2(0.12),HNRNPK(0.11),HNRNPL(-0.22),IGF2BP3(-0.04),KHDRBS2(0.04),KHDRBS3(0.14),LIN28A(0.05),MATR3(0.26),MBNL1(-0.23),MSI1(0.22),PABPC1(0.35),PABPC3(-0.18),PABPC4(0.08),PCBP1(0.09),PCBP2(0.13),PPRC1(0.1),QKI(-0.08),RALY(0.25),RBFOX1(-0.05),RBM24(-0.14),RBM28(0.14),RBM3(0.15),RBM38(0.19),RBM4(0.18),RBM41(-0.16),RBM42(-0.1),RBM5(-0.9),RBM6(0.43),RBMS1(0.12),RBMS3(0.1),SAMD4A(0.05),SART3(-0.54),SF1(-0.27),SFPQ(0.17),SNRNP70(-0.34),SRSF10(0.23),SRSF7(-0.12),TIA1(-0.25),U2AF2(0.17),YBX1(-0.27),YBX2(0.05),ZC3H10(0.19),ZNF638(0.36)	0.46	-0.35	Breast - Mammary Tissue	Yes
26959	CTLA4	PABPC3(0.43),PPRC1(1.02),RBMS1(0.94)	-1.35	0	Breast - Mammary Tissue	Yes
12901	NSG1		-2.7	0	Breast - Mammary Tissue	Yes
22242	ESYT2	CPEB2(-0.09),ESRP2(-0.18),FMR1(0.45),FXR1(0.11),FXR2(0.29),G3BP2(0.18),HNRNPA1L2(0.13),HNRNPA2B1(-0.16),HNRNPCL1(0.19),HNRNPF(-0.4),HNRNPH1(-0.35),HNRNPK(0.34),KHDRBS2(0.07),LIN28A(0.06),MATR3(0.23),MSI1(-0.3),PABPC1(-0.1),PABPC4(-0.16),PABPC5(-0.1),PABPN1(-0.25),PPRC1(0.33),PUM2(-0.38),QKI(0.27),RALY(-0.23),RBFOX1(0.05),RBM3(-0.16),RBM4(-0.32),RBM41(0.19),RBM45(-0.06),RBM5(0.55),RBM8A(-0.22),RBMS1(0.11),RBMS3(0.17),RBP1(0.2),RSF1(-0.59),SAMD4A(0.1),SF1(-0.15),SRP54(-0.29),SRSF9(0.29),TARDBP(0.4),TIA1(0.34),TUT1(0.2),U2AF2(-0.21),YBX1(0.16),ZC3H14(-0.15),ZCRB1(-0.1)	-0.21	0.44	Breast - Mammary Tissue	Yes
23904	PLEKHA1	ANKHD1(0.38),CPO(-0.13),DAZAP1(-0.19),ESRP2(0.29),FUS(-0.47),FXR1(-0.32),G3BP2(-0.51),HNRNPA2B1(0.55),HNRNPH1(-0.51),HNRNPK(0.58),HNRNPL(-0.24),HNRNPM(0.43),IGF2BP3(-0.11),LIN28A(-0.1),MATR3(-0.6),MBNL1(0.46),PABPC1(0.38),PCBP1(0.18),RBM3(0.31),RBM4(0.28),RBM45(0.09),RBM6(0.19),RBM8A(0.46),RBMS3(-0.22),SART3(-0.54),TUT1(-0.24),YBX2(0.12),ZCRB1(-0.16)	0.31	-0.32	Breast - Mammary Tissue	Yes
12040	COBL	CPO(-0.16),HNRNPA2B1(-0.47),HNRNPU(0.34),PABPC3(0.14),QKI(0.28),RALY(-0.47),RBFOX1(-0.16),SAMD4A(-0.19),SRSF1(-0.18),SRSF2(0.41)	0.93	0	Breast - Mammary Tissue	Yes
28348	S100A14	SRSF1(0.81)	-2.5	0	Breast - Mammary Tissue	Yes
28719	FER1L4	G3BP2(0.28),HNRNPA1(0.28),HNRNPF(-0.57),HNRNPH2(0.62),IGF2BP3(-0.18),MSI1(-0.25),PCBP3(0.12),PPRC1(0.37),PTBP1(0.46),RBM24(-0.18),RBM28(-0.4),RBMS1(-0.48),SART3(-0.48),SFPQ(0.48),SRSF1(-0.24),SRSF10(0.5),SRSF7(-0.36),TARDBP(-0.75),YBX1(0.31)	0.72	0	Breast - Mammary Tissue	Yes
32066	PLEKHB1	FXR1(-0.35),HNRNPM(0.44),PABPC4(0.21),PCBP2(0.29),PPRC1(-0.28),RALY(-0.28),RBM38(-0.26),RBM4(0.33),RBM5(0.66),RBM8A(0.36),SNRNP70(-0.32),SRSF10(0.39),YBX2(0.11),ZCRB1(0.19)	0.67	0	Breast - Mammary Tissue	Yes
1098	WWC1		-3.05	0	Breast - Mammary Tissue	Yes
32070	PLEKHB1	PABPN1(1.11),RBFOX1(1.11)	-2.63	0	Breast - Mammary Tissue	Yes
10938	GRAMD3	A1CF(0.14),CNOT4(-0.33),CPEB4(0.18),DAZAP1(-0.38),ENOX1(0.07),FMR1(-0.19),FUS(-0.16),FXR1(0.13),FXR2(-0.21),HNRNPA1(-0.19),HNRNPA1L2(0.21),HNRNPA2B1(-0.52),HNRNPCL1(-0.37),HNRNPF(0.21),HNRNPL(0.2),HNRNPM(0.23),HNRNPU(0.3),IGF2BP2(0.16),IGF2BP3(-0.16),KHDRBS1(-0.29),KHDRBS2(-0.04),LIN28A(-0.06),MATR3(-0.19),MBNL1(-0.1),MSI1(0.18),PABPC4(0.17),PABPC5(-0.12),PABPN1(0.42),PCBP1(-0.25),PPRC1(-0.36),PTBP1(0.28),QKI(0.26),RALY(0.21),RBFOX1(-0.15),RBM24(-0.21),RBM28(-0.28),RBM3(-0.12),RBM38(-0.23),RBM4(0.21),RBM41(0.1),RBM42(0.28),RBM45(0.04),RBM46(0.24),RBM5(-0.42),RBM6(0.16),RBM8A(-0.19),RBMS3(0.23),RBP1(0.17),SAMD4A(-0.14),SART3(0.31),SF1(0.18),SNRNP70(-0.23),SRSF1(-0.13),SRSF10(0.35),SRSF2(0.23),SRSF7(0.21),SRSF9(-0.22),TARDBP(-0.58),TIA1(-0.23),TUT1(0.21),YBX1(0.31),ZC3H14(-0.13),ZCRB1(0.1),ZNF638(0.31)	0.86	0	Breast - Mammary Tissue	Yes
2962	IL7R	HNRNPA1L2(-0.97),PCBP3(-0.5),RBM28(-0.64),SAMD4A(-0.52)	-1.41	0	Breast - Mammary Tissue	Yes
25491	PLEKHS1	FXR2(0.88),RBM24(0.64),RBM28(-1.2),RBM38(0.7),SFPQ(1.35),SRSF1(0.63),YBX2(0.44)	-1.9	0	Breast - Mammary Tissue	Yes
1099	WWC1		-3.1	0	Breast - Mammary Tissue	Yes
3027	FMO1	ANKHD1(0.49),ESRP2(0.4),G3BP2(-0.4),HNRNPA1(0.24),HNRNPC(0.19),HNRNPF(0.48),HNRNPH2(0.6),HNRNPK(-0.37),HNRNPL(-0.45),KHDRBS3(-0.17),MATR3(0.6),MBNL1(0.41),PABPC3(-0.17),PABPC5(0.19),PPRC1(-0.31),RBM28(-0.36),RBM41(-0.43),RBM45(-0.1),SAMD4A(0.25),SRSF1(0.22),YBX2(0.2),ZC3H10(-0.26)	0.71	-0.45	Breast - Mammary Tissue	Yes
10448	DTNB		-2.26	0	Breast - Mammary Tissue	Yes
30133	CDH3	A1CF(-0.39),ANKHD1(1.28),ESRP2(-1.28),HNRNPA1L2(-1),KHDRBS2(0.41),PABPC1(0.69),PABPN1(0.92),RBM38(0.92),ZCRB1(-0.8)	-1.5	0	Breast - Mammary Tissue	Yes
37419	MST1R	RBFOX1(1.01),RBM38(0.86)	-1.34	0	Breast - Mammary Tissue	Yes
10666	PIK3C2G	A1CF(-0.54),KHDRBS2(0.42),PABPC5(0.91),RALY(-1.19),RBM38(1.13),RBM45(0.25),ZCRB1(-0.69)	-1.59	1.82	Breast - Mammary Tissue	Yes
32250	TTYH1	FMR1(1.45),FXR2(0.84),G3BP2(-1.06),HNRNPH1(-1.31),PABPN1(1.08),RBM45(0.24)	-2.74	0	Breast - Mammary Tissue	Yes
30939	WFDC2	A1CF(-0.85),CNOT4(-1.43),RBFOX1(0.61)	-2.96	0	Breast - Mammary Tissue	Yes
6127	VDR	A1CF(-0.47),KHDRBS3(0.41),PABPC4(-0.72),PUM2(1.58),SAMD4A(-0.88),SFPQ(1.36)	-1.37	0	Breast - Mammary Tissue	Yes
24193	CDH1	A1CF(-0.66)	-3.22	0	Breast - Mammary Tissue	Yes
24019	WNK2	CPEB2(-0.63),ENOX1(-0.47),FXR2(0.94),MBNL1(-0.81),PABPC5(0.59),PCBP1(0.63),SAMD4A(-0.59),SRSF1(0.7)	-2.36	0	Breast - Mammary Tissue	Yes
24189	CDH1		-3.16	0	Breast - Mammary Tissue	Yes
10445	DTNB	FXR2(0.98)	-2.43	0	Breast - Mammary Tissue	Yes
11810	ENAH	ANKHD1(-0.28),CPO(-0.07),DAZAP1(0.2),ESRP2(-0.33),FMR1(0.29),FXR1(0.15),G3BP2(-0.17),HNRNPA1(0.17),HNRNPC(0.07),HNRNPH2(0.17),HNRNPK(0.26),HNRNPL(-0.18),HNRNPU(0.28),IGF2BP2(-0.11),MBNL1(-0.24),PABPC1(-0.14),PABPC3(0.06),PABPC5(0.11),PPRC1(0.37),QKI(0.26),RBFOX1(-0.07),RBM24(0.17),RBM28(-0.24),RBM4(0.24),RBM42(0.13),RBM45(-0.04),RBM8A(-0.49),RBP1(0.1),RSF1(-0.45),SART3(-0.33),SNRNP70(-0.24),SRP54(-0.25),SRSF10(-0.58),SRSF2(0.25),SRSF7(-0.18),TIA1(-0.32),YBX2(-0.14),ZC3H10(0.16),ZNF638(0.26)	-0.32	0.65	Breast - Mammary Tissue	Yes
22730	PRKCZ	HNRNPC(0.08),HNRNPH2(-0.25),IGF2BP3(0.1),KHDRBS3(-0.11),LIN28A(-0.11),PABPC3(-0.08),PPRC1(-0.23),RALY(0.26),RBM4(-0.27),RBM42(-0.36),RBM5(-0.63),RBMS3(-0.14),RSF1(0.65),SRSF1(-0.23),SRSF7(0.53),YBX2(0.17),ZC3H10(0.22),ZNF638(0.39)	1.41	-0.3	Breast - Mammary Tissue	Yes
38000	SPATA18	RBFOX1(0.84),RBM28(-0.9),ZC3H10(1.13)	-0.97	0	Breast - Mammary Tissue	Yes
1387	PROM1	G3BP2(-1.09),IGF2BP3(0.79),PABPC1(1.06),RBM24(0.95),RBM45(0.38),SFPQ(1.27),ZCRB1(0.55)	-2.35	0	Breast - Mammary Tissue	Yes
24190	CDH1	A1CF(-0.63),RBFOX1(0.47)	-3.35	0	Breast - Mammary Tissue	Yes
24188	CDH1	A1CF(0.07),G3BP2(-0.21),HNRNPC(-0.05),HNRNPK(-0.24),MBNL1(0.22),PTBP1(0.27),RBFOX1(-0.11),RBM8A(0.25),RBMS3(-0.16),SFPQ(-0.31),TIA1(-0.31),YBX2(-0.09),ZC3H10(-0.18),ZNF638(-0.32)	2.11	0	Breast - Mammary Tissue	Yes
26452	EPHA1	HNRNPCL1(1.18)	-2.7	0	Breast - Mammary Tissue	Yes
32069	PLEKHB1	RBFOX1(0.88),RBM38(0.8)	-2.15	0	Breast - Mammary Tissue	Yes
5943	DAPP1	KHDRBS3(0.66),RBMS1(0.85)	-1.94	0	Breast - Mammary Tissue	Yes
23905	PLEKHA1	CPO(-0.13),ESRP2(0.33),FUS(-0.43),FXR1(-0.33),FXR2(-0.19),G3BP2(-0.45),HNRNPA2B1(0.5),HNRNPH1(-0.57),HNRNPK(0.62),HNRNPL(-0.27),HNRNPU(-0.32),MATR3(-0.45),MBNL1(0.43),PABPC1(0.33),PCBP1(0.22),PPRC1(0.25),RALY(0.24),RBM3(0.32),RBM45(0.09),RBM8A(0.38),RBMS3(-0.19),SFPQ(0.36),SNRNP70(0.31),SRP54(0.3),TUT1(-0.29),YBX1(-0.27),ZCRB1(-0.14)	0.27	0	Breast - Mammary Tissue	Yes
30353	APTX		0	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	No
