ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
779	"ENSG00000090316.15"	"MAEA"	chr4	+	1338421	1340136	1338421	1338617	1339073	1340136
780	"ENSG00000112787.12"	"FBRSL1"	chr12	+	132574318	132574564	132574318	132574348	132574492	132574564
781	"ENSG00000103852.12"	"TTC23"	chr15	-	99218587	99219048	99218587	99218713	99218897	99219048
782	"ENSG00000078814.15"	"MYH7B"	chr20	+	35001947	35002437	35001947	35002085	35002176	35002437
783	"ENSG00000078814.15"	"MYH7B"	chr20	+	35001947	35002437	35001947	35002085	35002158	35002437
784	"ENSG00000078814.15"	"MYH7B"	chr20	+	35001244	35001526	35001244	35001349	35001430	35001526
785	"ENSG00000215252.11"	"GOLGA8B"	chr15	-	34532845	34534173	34532845	34532962	34534053	34534173
786	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137612895	137613510	137612895	137613006	137613412	137613510
787	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137612895	137613510	137612895	137613006	137613459	137613510
788	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137612895	137613510	137612895	137613006	137613422	137613510
789	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137613614	137614214	137613614	137613769	137614139	137614214
790	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137613614	137614214	137613614	137613769	137614031	137614214
791	"ENSG00000130653.15"	"PNPLA7"	chr9	-	137460633	137461620	137460633	137460737	137461535	137461620
792	"ENSG00000130653.15"	"PNPLA7"	chr9	-	137464125	137464456	137464125	137464195	137464339	137464456
793	"ENSG00000130653.15"	"PNPLA7"	chr9	-	137478033	137479238	137478033	137478152	137479055	137479238
794	"ENSG00000245067.6"	"IGFBP7-AS1"	chr4	+	57201132	57201820	57201132	57201215	57201785	57201820
795	"ENSG00000172375.12"	"C2CD2L"	chr11	+	119111520	119112392	119111520	119111629	119112327	119112392
796	"ENSG00000172375.12"	"C2CD2L"	chr11	+	119114079	119117121	119114079	119114365	119116024	119117121
797	"ENSG00000132677.12"	"RHBG"	chr1	+	156382067	156382869	156382067	156382201	156382747	156382869
798	"ENSG00000132677.12"	"RHBG"	chr1	+	156377989	156378399	156377989	156378140	156378251	156378399
799	"ENSG00000105393.15"	"BABAM1"	chr19	+	17268793	17269091	17268793	17268938	17269041	17269091
800	"ENSG00000122435.9"	"TRMT13"	chr1	+	100140407	100141019	100140407	100140514	100140851	100141019
801	"ENSG00000149273.14"	"RPS3"	chr11	+	75401639	75402446	75401639	75401725	75402379	75402446
802	"ENSG00000149273.14"	"RPS3"	chr11	+	75401639	75402446	75401639	75401705	75402379	75402446
803	"ENSG00000149273.14"	"RPS3"	chr11	+	75401639	75402446	75401639	75401733	75402303	75402446
804	"ENSG00000149273.14"	"RPS3"	chr11	+	75401639	75402446	75401639	75401733	75402351	75402446
805	"ENSG00000187621.14"	"TCL6"	chr14	+	95668125	95669617	95668125	95668580	95669550	95669617
806	"ENSG00000235597.1"	"LINC01102"	chr2	+	104505865	104507406	104505865	104506303	104507231	104507406
807	"ENSG00000162069.14"	"BICDL2"	chr16	-	3029544	3030595	3029544	3029739	3030448	3030595
808	"ENSG00000131697.17"	"NPHP4"	chr1	-	5862810	5866458	5862810	5864033	5864337	5866458
809	"ENSG00000131697.17"	"NPHP4"	chr1	-	5862810	5864033	5862810	5863405	5863889	5864033
810	"ENSG00000125414.18"	"MYH2"	chr17	-	10549374	10549623	10549374	10549417	10549558	10549623
811	"ENSG00000159403.15"	"C1R"	chr12	-	7091451	7092441	7091451	7091680	7092386	7092441
812	"ENSG00000159403.15"	"C1R"	chr12	-	7088838	7089489	7088838	7088986	7089292	7089489
813	"ENSG00000179057.13"	"IGSF22"	chr11	-	18710326	18710828	18710326	18710455	18710654	18710828
814	"ENSG00000146555.18"	"SDK1"	chr7	+	4265123	4269000	4265123	4265248	4268677	4269000
815	"ENSG00000116871.15"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581
816	"ENSG00000105341.18"	"ATP5SL"	chr19	-	41431318	41433434	41431318	41432408	41433271	41433434
817	"ENSG00000122008.15"	"POLK"	chr5	+	75597746	75598040	75597746	75597789	75597933	75598040
818	"ENSG00000228314.1"	"CYP4F29P"	chr21	-	13846758	13847123	13846758	13846879	13847062	13847123
819	"ENSG00000137726.16"	"FXYD6"	chr11	-	117841989	117842261	117841989	117842028	117842106	117842261
820	"ENSG00000205649.7"	"HTN3"	chr4	+	70031978	70032107	70031978	70031999	70032077	70032107
821	"ENSG00000107951.13"	"MTPAP"	chr10	-	30365148	30365565	30365148	30365251	30365344	30365565
822	"ENSG00000099949.18"	"LZTR1"	chr22	+	20995962	20996801	20995962	20996112	20996695	20996801
823	"ENSG00000099949.18"	"LZTR1"	chr22	+	20996695	20996966	20996695	20996801	20996885	20996966
824	"ENSG00000077152.9"	"UBE2T"	chr1	-	202333009	202333335	202333009	202333093	202333236	202333335
825	"ENSG00000178177.15"	"LCORL"	chr4	-	17873387	17878213	17873387	17876834	17876939	17878213
826	"ENSG00000226807.6"	"MROH5"	chr8	-	141447906	141448088	141447906	141447950	141447953	141448088
827	"ENSG00000147454.13"	"SLC25A37"	chr8	+	23566107	23568378	23566107	23566813	23568321	23568378
828	"ENSG00000147454.13"	"SLC25A37"	chr8	+	23566107	23568378	23566107	23566336	23568321	23568378
829	"ENSG00000147454.13"	"SLC25A37"	chr8	+	23566107	23568378	23566107	23566336	23568258	23568378
830	"ENSG00000177058.11"	"SLC38A9"	chr5	-	55633694	55635657	55633694	55633808	55635543	55635657
831	"ENSG00000175110.11"	"MRPS22"	chr3	+	139350178	139351060	139350178	139350322	139351030	139351060
832	"ENSG00000175110.11"	"MRPS22"	chr3	+	139350178	139351060	139350178	139350322	139350976	139351060
833	"ENSG00000183018.8"	"SPNS2"	chr17	+	4536075	4536426	4536075	4536174	4536262	4536426
834	"ENSG00000142347.16"	"MYO1F"	chr19	-	8553138	8553437	8553138	8553228	8553349	8553437
835	"ENSG00000142347.16"	"MYO1F"	chr19	-	8526452	8526935	8526452	8526601	8526788	8526935
836	"ENSG00000142347.16"	"MYO1F"	chr19	-	8554476	8554743	8554476	8554571	8554653	8554743
837	"ENSG00000151490.13"	"PTPRO"	chr12	+	15594936	15597399	15594936	15595057	15596089	15597399
838	"ENSG00000109065.11"	"NAT9"	chr17	-	74771959	74772277	74771959	74771977	74772217	74772277
839	"ENSG00000109065.11"	"NAT9"	chr17	-	74771959	74772277	74771959	74772039	74772217	74772277
840	"ENSG00000109065.11"	"NAT9"	chr17	-	74771959	74772277	74771959	74772054	74772217	74772277
841	"ENSG00000149091.15"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379468	46379568
842	"ENSG00000149091.15"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378990	46379111
843	"ENSG00000149091.15"	"DGKZ"	chr11	+	46374603	46374839	46374603	46374666	46374765	46374839
844	"ENSG00000149091.15"	"DGKZ"	chr11	+	46378456	46379111	46378456	46378500	46378893	46379111
845	"ENSG00000149091.15"	"DGKZ"	chr11	+	46379202	46379568	46379202	46379236	46379453	46379568
846	"ENSG00000165671.18"	"NSD1"	chr5	+	177135086	177136030	177135086	177135200	177135940	177136030
847	"ENSG00000148926.9"	"ADM"	chr11	+	10305679	10306098	10305679	10305798	10305948	10306098
848	"ENSG00000214855.9"	"APOC1P1"	chr19	+	44926803	44927033	44926803	44926832	44926955	44927033
849	"ENSG00000145020.15"	"AMT"	chr3	-	49418970	49420342	49418970	49419151	49419259	49420342
850	"ENSG00000145020.15"	"AMT"	chr3	-	49419259	49421572	49419259	49420342	49421491	49421572
851	"ENSG00000145020.15"	"AMT"	chr3	-	49416793	49417718	49416793	49417367	49417614	49417718
852	"ENSG00000145020.15"	"AMT"	chr3	-	49419259	49420342	49419259	49419335	49419709	49420342
853	"ENSG00000145020.15"	"AMT"	chr3	-	49419259	49420342	49419259	49419405	49419709	49420342
854	"ENSG00000145020.15"	"AMT"	chr3	-	49416793	49417718	49416793	49417357	49417614	49417718
855	"ENSG00000145020.15"	"AMT"	chr3	-	49422103	49422451	49422103	49422271	49422360	49422451
856	"ENSG00000145020.15"	"AMT"	chr3	-	49418970	49420342	49418970	49419151	49419709	49420342
857	"ENSG00000145020.15"	"AMT"	chr3	-	49422103	49422463	49422103	49422257	49422360	49422463
858	"ENSG00000145020.15"	"AMT"	chr3	-	49419709	49420342	49419709	49419788	49420210	49420342
859	"ENSG00000145020.15"	"AMT"	chr3	-	49416821	49417718	49416821	49417309	49417614	49417718
860	"ENSG00000062822.12"	"POLD1"	chr19	+	50415723	50416528	50415723	50415826	50416395	50416528
861	"ENSG00000062822.12"	"POLD1"	chr19	+	50401998	50402373	50401998	50402124	50402204	50402373
862	"ENSG00000124256.14"	"ZBP1"	chr20	-	57615511	57616468	57615511	57615580	57616243	57616468
863	"ENSG00000169410.9"	"PTPN9"	chr15	-	75578713	75579289	75578713	75578752	75578827	75579289
864	"ENSG00000204525.15"	"HLA-C"	chr6	-	31269492	31270085	31269492	31269543	31269965	31270085
865	"ENSG00000204525.15"	"HLA-C"	chr6	-	31269492	31270085	31269492	31269525	31269965	31270085
866	"ENSG00000180098.9"	"TRNAU1AP"	chr1	+	28560632	28561398	28560632	28560732	28561345	28561398
867	"ENSG00000137496.17"	"IL18BP"	chr11	+	71999227	71999662	71999227	71999370	71999616	71999662
868	"ENSG00000108846.15"	"ABCC3"	chr17	+	50677743	50678219	50677743	50677943	50678092	50678219
869	"ENSG00000111012.9"	"CYP27B1"	chr12	-	57765010	57765499	57765010	57765211	57765296	57765499
870	"ENSG00000183474.15"	"GTF2H2C"	chr5	+	69578711	69579108	69578711	69578802	69579020	69579108
871	"ENSG00000182450.12"	"KCNK4"	chr11	+	64296877	64297279	64296877	64297001	64297118	64297279
872	"ENSG00000101460.12"	"MAP1LC3A"	chr20	+	34559735	34560345	34559735	34559905	34560171	34560345
873	"ENSG00000119888.10"	"EPCAM"	chr2	+	47373462	47374048	47373462	47373570	47373807	47374048
874	"ENSG00000145916.18"	"RMND5B"	chr5	+	178143626	178144108	178143626	178143727	178143941	178144108
875	"ENSG00000145916.18"	"RMND5B"	chr5	+	178142582	178142992	178142582	178142728	178142851	178142992
876	"ENSG00000135314.12"	"KHDC1"	chr6	-	73262773	73263184	73262773	73263065	73263095	73263184
877	"ENSG00000135314.12"	"KHDC1"	chr6	-	73241316	73241728	73241316	73241523	73241642	73241728
878	"ENSG00000042493.15"	"CAPG"	chr2	-	85401784	85402158	85401784	85401957	85402122	85402158
879	"ENSG00000042493.15"	"CAPG"	chr2	-	85401528	85401683	85401528	85401588	85401650	85401683
880	"ENSG00000156650.12"	"KAT6B"	chr10	+	74981786	74985241	74981786	74981928	74985079	74985241
881	"ENSG00000150316.11"	"CWC15"	chr11	-	94970976	94971487	94970976	94971065	94971374	94971487
882	"ENSG00000167995.15"	"BEST1"	chr11	+	61959891	61962893	61959891	61960043	61962254	61962893
883	"ENSG00000167995.15"	"BEST1"	chr11	+	61955106	61955951	61955106	61955201	61955717	61955951
884	"ENSG00000167995.15"	"BEST1"	chr11	+	61958145	61959578	61958145	61958298	61959497	61959578
885	"ENSG00000167995.15"	"BEST1"	chr11	+	61958145	61959578	61958145	61958501	61959497	61959578
886	"ENSG00000186148.12"	"AC013271.3"	chr2	+	109947363	109947845	109947363	109947453	109947632	109947845
887	"ENSG00000157335.20"	"CLEC18C"	chr16	+	70183280	70184992	70183280	70183373	70183752	70184992
888	"ENSG00000108342.12"	"CSF3"	chr17	+	40016232	40016631	40016232	40016340	40016484	40016631
889	"ENSG00000164930.11"	"FZD6"	chr8	+	103299955	103300284	103299955	103300084	103300199	103300284
890	"ENSG00000170959.14"	"DCDC1"	chr11	-	30903490	30905164	30903490	30903683	30904960	30905164
891	"ENSG00000261701.6"	"HPR"	chr16	+	72076302	72077246	72076302	72076350	72076955	72077246
892	"ENSG00000276805.2"	"RP11-291L22.9"	chr10	+	38416681	38417204	38416681	38416776	38417126	38417204
893	"ENSG00000079819.17"	"EPB41L2"	chr6	-	130869851	130870126	130869851	130869944	130870038	130870126
894	"ENSG00000131089.14"	"ARHGEF9"	chrX	-	63635002	63638209	63635002	63636917	63638049	63638209
895	"ENSG00000101557.14"	"USP14"	chr18	+	209970	210493	209970	210031	210385	210493
896	"ENSG00000241852.9"	"C8orf58"	chr8	+	22601971	22602312	22601971	22602080	22602199	22602312
897	"ENSG00000132323.8"	"ILKAP"	chr2	-	238194274	238194870	238194274	238194331	238194804	238194870
898	"ENSG00000132323.8"	"ILKAP"	chr2	-	238194274	238194870	238194274	238194331	238194781	238194870
899	"ENSG00000213024.11"	"NUP62"	chr19	-	49908104	49909884	49908104	49908745	49908973	49909884
900	"ENSG00000213024.11"	"NUP62"	chr19	-	49927693	49929504	49927693	49927815	49929325	49929504
901	"ENSG00000213024.11"	"NUP62"	chr19	-	49927693	49929504	49927693	49927848	49929325	49929504
902	"ENSG00000197558.11"	"SSPO"	chr7	+	149791301	149791706	149791301	149791393	149791474	149791706
903	"ENSG00000197558.11"	"SSPO"	chr7	+	149795538	149796515	149795538	149795666	149796370	149796515
904	"ENSG00000197558.11"	"SSPO"	chr7	+	149826912	149827985	149826912	149826959	149827770	149827985
905	"ENSG00000197558.11"	"SSPO"	chr7	+	149824964	149825124	149824964	149825092	149825096	149825124
906	"ENSG00000197558.11"	"SSPO"	chr7	+	149784827	149785016	149784827	149784882	149784884	149785016
907	"ENSG00000197558.11"	"SSPO"	chr7	+	149806734	149806991	149806734	149806829	149806833	149806991
908	"ENSG00000197558.11"	"SSPO"	chr7	+	149826449	149827985	149826449	149826577	149826912	149827985
909	"ENSG00000197558.11"	"SSPO"	chr7	+	149809041	149809172	149809041	149809124	149809126	149809172
910	"ENSG00000197558.11"	"SSPO"	chr7	+	149826912	149827985	149826912	149826959	149827768	149827985
911	"ENSG00000168096.14"	"ANKS3"	chr16	-	4701433	4702242	4701433	4701543	4702101	4702242
912	"ENSG00000179094.14"	"PER1"	chr17	-	8144055	8144993	8144055	8144268	8144750	8144993
913	"ENSG00000179094.14"	"PER1"	chr17	-	8146896	8147381	8146896	8147002	8147249	8147381
914	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091529	53091636	53091720
915	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091553	53091636	53091720
916	"ENSG00000170949.17"	"ZNF160"	chr19	-	53091412	53091720	53091412	53091497	53091636	53091720
917	"ENSG00000117834.12"	"SLC5A9"	chr1	+	48231544	48232151	48231544	48231625	48231945	48232151
918	"ENSG00000117834.12"	"SLC5A9"	chr1	+	48228849	48229459	48228849	48228954	48229294	48229459
919	"ENSG00000267796.7"	"LIN37"	chr19	+	35753086	35754157	35753086	35753253	35754016	35754157
920	"ENSG00000267796.7"	"LIN37"	chr19	+	35753086	35754157	35753086	35753193	35754016	35754157
921	"ENSG00000267796.7"	"LIN37"	chr19	+	35752433	35752999	35752433	35752488	35752887	35752999
922	"ENSG00000267796.7"	"LIN37"	chr19	+	35754245	35754519	35754245	35754319	35754392	35754519
923	"ENSG00000137474.19"	"MYO7A"	chr11	+	77211820	77213035	77211820	77211937	77212951	77213035
924	"ENSG00000137474.19"	"MYO7A"	chr11	+	77211820	77213035	77211820	77211931	77212951	77213035
925	"ENSG00000204403.9"	"CASP12"	chr11	-	104892330	104892503	104892330	104892387	104892390	104892503
926	"ENSG00000114739.13"	"ACVR2B"	chr3	+	38478140	38478518	38478140	38478292	38478374	38478518
927	"ENSG00000161010.14"	"C5orf45"	chr5	-	179853196	179853437	179853196	179853276	179853377	179853437
928	"ENSG00000161010.14"	"C5orf45"	chr5	-	179837275	179840959	179837275	179837885	179840871	179840959
929	"ENSG00000188313.12"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521705	146521832	146522053
930	"ENSG00000132676.15"	"DAP3"	chr1	+	155738156	155739010	155738156	155738258	155738608	155739010
931	"ENSG00000103064.13"	"SLC7A6"	chr16	+	68297233	68301819	68297233	68297476	68298490	68301819
932	"ENSG00000103064.13"	"SLC7A6"	chr16	+	68274690	68275249	68274690	68274876	68275126	68275249
933	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344798	170345132	170344798	170344933	170345062	170345132
934	"ENSG00000226051.6"	"ZNF503-AS1"	chr10	+	75358509	75359049	75358509	75358707	75358938	75359049
935	"ENSG00000073464.11"	"CLCN4"	chrX	+	10208044	10208590	10208044	10208181	10208274	10208590
936	"ENSG00000165819.11"	"METTL3"	chr14	-	21503172	21503577	21503172	21503291	21503505	21503577
937	"ENSG00000165819.11"	"METTL3"	chr14	-	21503172	21503829	21503172	21503577	21503663	21503829
938	"ENSG00000165819.11"	"METTL3"	chr14	-	21499024	21499600	21499024	21499137	21499491	21499600
939	"ENSG00000185507.19"	"IRF7"	chr11	-	613784	614037	613784	613865	613950	614037
940	"ENSG00000185507.19"	"IRF7"	chr11	-	615096	615647	615096	615259	615344	615647
941	"ENSG00000099901.16"	"RANBP1"	chr22	+	20126302	20127181	20126302	20126368	20126951	20127181
942	"ENSG00000117228.9"	"GBP1"	chr1	-	89054681	89055215	89054681	89054875	89055112	89055215
943	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136499	45136776	45136499	45136620	45136691	45136776
944	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136691	45136776
945	"ENSG00000181513.14"	"ACBD4"	chr17	+	45136107	45136776	45136107	45136232	45136499	45136776
946	"ENSG00000123384.13"	"LRP1"	chr12	+	57204626	57205249	57204626	57204749	57205108	57205249
947	"ENSG00000123384.13"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817
948	"ENSG00000179152.19"	"TCAIM"	chr3	+	44400354	44401334	44400354	44400587	44401202	44401334
949	"ENSG00000128581.15"	"IFT22"	chr7	-	101318123	101319032	101318123	101318213	101318955	101319032
950	"ENSG00000166526.16"	"ZNF3"	chr7	-	100075134	100075630	100075134	100075261	100075541	100075630
951	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672666	153673008	153673078
952	"ENSG00000130822.15"	"PNCK"	chrX	-	153671284	153671672	153671284	153671360	153671548	153671672
953	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672784	153673008	153673078
954	"ENSG00000130822.15"	"PNCK"	chrX	-	153671284	153671672	153671284	153671433	153671552	153671672
955	"ENSG00000130822.15"	"PNCK"	chrX	-	153671879	153672200	153671879	153672018	153672125	153672200
956	"ENSG00000130822.15"	"PNCK"	chrX	-	153672565	153673078	153672565	153672697	153673008	153673078
957	"ENSG00000185359.12"	"HGS"	chr17	+	81694814	81695067	81694814	81694853	81694923	81695067
958	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148992254	148993882
959	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148991884	148993882	148991884	148991973	148993484	148993882
960	"ENSG00000178104.19"	"PDE4DIP"	chr1	+	148929196	148931923	148929196	148929273	148931799	148931923
961	"ENSG00000105792.19"	"CFAP69"	chr7	+	90299866	90304820	90299866	90300059	90304743	90304820
962	"ENSG00000131876.16"	"SNRPA1"	chr15	-	101285725	101287010	101285725	101285801	101286907	101287010
963	"ENSG00000168890.13"	"TMEM150A"	chr2	-	85601020	85601482	85601020	85601107	85601305	85601482
964	"ENSG00000168890.13"	"TMEM150A"	chr2	-	85601020	85601482	85601020	85601107	85601434	85601482
965	"ENSG00000117472.9"	"TSPAN1"	chr1	+	46184190	46184668	46184190	46184397	46184593	46184668
966	"ENSG00000156858.11"	"PRR14"	chr16	+	30652720	30653103	30652720	30652842	30652913	30653103
967	"ENSG00000156858.11"	"PRR14"	chr16	+	30651595	30651964	30651595	30651668	30651795	30651964
968	"ENSG00000237943.6"	"PRKCQ-AS1"	chr10	+	6583804	6584195	6583804	6583918	6584117	6584195
969	"ENSG00000196182.10"	"STK40"	chr1	-	36339623	36343448	36339623	36341973	36343363	36343448
970	"ENSG00000168256.17"	"NKIRAS2"	chr17	+	42022398	42022640	42022398	42022472	42022564	42022640
971	"ENSG00000168256.17"	"NKIRAS2"	chr17	+	42022398	42022640	42022398	42022472	42022569	42022640
972	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175937	4175027	4175760	4175841	4175937
973	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175937	4175027	4175151	4175841	4175937
974	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175760	4175027	4175111	4175679	4175760
975	"ENSG00000077463.14"	"SIRT6"	chr19	-	4175027	4175760	4175027	4175151	4175679	4175760
976	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151242136	151242603	151242136	151242232	151242480	151242603
977	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151242136	151242603	151242136	151242232	151242464	151242603
978	"ENSG00000082014.16"	"SMARCD3"	chr7	-	151240424	151241653	151240424	151240522	151241491	151241653
979	"ENSG00000117751.17"	"PPP1R8"	chr1	+	27850092	27851676	27850092	27850414	27851539	27851676
980	"ENSG00000229240.8"	"LINC00710"	chr10	-	10946785	10947319	10946785	10947122	10947250	10947319
981	"ENSG00000229240.8"	"LINC00710"	chr10	-	10946064	10946600	10946064	10946094	10946511	10946600
982	"ENSG00000229240.8"	"LINC00710"	chr10	-	10946785	10947556	10946785	10947319	10947445	10947556
983	"ENSG00000154134.14"	"ROBO3"	chr11	+	124877160	124877309	124877160	124877184	124877266	124877309
984	"ENSG00000154134.14"	"ROBO3"	chr11	+	124877518	124878131	124877518	124877752	124877936	124878131
985	"ENSG00000154134.14"	"ROBO3"	chr11	+	124878583	124879341	124878583	124878796	124879189	124879341
986	"ENSG00000154134.14"	"ROBO3"	chr11	+	124877518	124878131	124877518	124877658	124877936	124878131
987	"ENSG00000138684.7"	"IL21"	chr4	-	122612627	122612928	122612627	122612760	122612850	122612928
