ENSG_ver	ENSG_no_ver	GeneSymbol	chr
10299	ENSG00000278849.1	ENSG00000278849	AL513478.2	chr9
10300	ENSG00000264174.1	ENSG00000264174	AC005552.1	chr17
10301	ENSG00000188290.10	ENSG00000188290	HES4	chr1
10302	ENSG00000232879.2	ENSG00000232879	AL591806.2	chr1
10303	ENSG00000227207.2	ENSG00000227207	RPL31P12	chr1
10304	ENSG00000149742.9	ENSG00000149742	SLC22A9	chr11
10305	ENSG00000137875.4	ENSG00000137875	BCL2L10	chr15
10306	ENSG00000266268.5	ENSG00000266268	AP005203.1	chr18
10307	ENSG00000214460.3	ENSG00000214460	TPT1P6	chr6
10308	ENSG00000201600.1	ENSG00000201600	RN7SKP124	chr3
10309	ENSG00000270896.1	ENSG00000270896	AL645939.3	chr6
10310	ENSG00000162188.5	ENSG00000162188	GNG3	chr11
10311	ENSG00000259023.2	ENSG00000259023	LINC00524	chr14
10312	ENSG00000148600.14	ENSG00000148600	CDHR1	chr10
10313	ENSG00000227131.1	ENSG00000227131	AL139275.2	chr6
10314	ENSG00000236957.7	ENSG00000236957	AL139010.1	chr1
10315	ENSG00000230280.2	ENSG00000230280	HNRNPA1P59	chr1
10316	ENSG00000260742.1	ENSG00000260742	AC009962.1	chr2
10317	ENSG00000226063.1	ENSG00000226063	AC009531.1	chr7
10318	ENSG00000134323.11	ENSG00000134323	MYCN	chr2
10319	ENSG00000236036.1	ENSG00000236036	LINC00445	chr13
10320	ENSG00000163793.12	ENSG00000163793	DNAJC5G	chr2
10321	ENSG00000233707.3	ENSG00000233707	RPL22P11	chr2
10322	ENSG00000234170.5	ENSG00000234170	LINC02645	chr10
10323	ENSG00000002079.13	ENSG00000002079	MYH16	chr7
10324	ENSG00000270479.1	ENSG00000270479	BNIP3P37	chr19
10325	ENSG00000236627.1	ENSG00000236627	AL590302.2	chr6
10326	ENSG00000259555.1	ENSG00000259555	AC067863.1	chr15
10327	ENSG00000232499.2	ENSG00000232499	AL391058.1	chr1
10328	ENSG00000199490.1	ENSG00000199490	RF00019	chr20
10329	ENSG00000133318.13	ENSG00000133318	RTN3	chr11
10330	ENSG00000202408.2	ENSG00000202408	RNU1-122P	chr1
10331	ENSG00000228963.3	ENSG00000228963	OR7E93P	chr3
10332	ENSG00000280485.1	ENSG00000280485	AL358154.1	chr10
10333	ENSG00000232676.1	ENSG00000232676	ADH5P2	chr1
10334	ENSG00000215184.2	ENSG00000215184	RPS12P16	chr10
10335	ENSG00000250681.1	ENSG00000250681	AL121796.1	chr4
10336	ENSG00000118804.8	ENSG00000118804	STBD1	chr4
10337	ENSG00000276580.1	ENSG00000276580	MIR8055	chr8
10338	ENSG00000266237.1	ENSG00000266237	AC121320.1	chr18
10339	ENSG00000248634.1	ENSG00000248634	AC008588.1	chr5
10340	ENSG00000258770.1	ENSG00000258770	LINC02330	chr14
10341	ENSG00000116747.12	ENSG00000116747	RO60	chr1
10342	ENSG00000257860.5	ENSG00000257860	AC068643.2	chr12
10343	ENSG00000272037.1	ENSG00000272037	AP002907.1	chr8
10344	ENSG00000120337.8	ENSG00000120337	TNFSF18	chr1
10345	ENSG00000271127.1	ENSG00000271127	AP000526.1	chr22
10346	ENSG00000132321.16	ENSG00000132321	IQCA1	chr2
10347	ENSG00000273449.1	ENSG00000273449	AC093788.1	chr4
10348	ENSG00000237708.1	ENSG00000237708	AL139397.2	chrX
10349	ENSG00000244280.1	ENSG00000244280	ECEL1P2	chr2
10350	ENSG00000253664.1	ENSG00000253664	AC012413.1	chr8
10351	ENSG00000227186.1	ENSG00000227186	AC018511.1	chr10
10352	ENSG00000119688.20	ENSG00000119688	ABCD4	chr14
10353	ENSG00000283667.1	ENSG00000283667	AC009802.1	chr18
10354	ENSG00000267703.1	ENSG00000267703	AC020917.2	chr19
10355	ENSG00000108688.11	ENSG00000108688	CCL7	chr17
10356	ENSG00000231937.1	ENSG00000231937	AC116666.1	chrX
10357	ENSG00000265078.2	ENSG00000265078	RN7SL664P	chr3
10358	ENSG00000231720.1	ENSG00000231720	AL353747.3	chr6
10359	ENSG00000247130.2	ENSG00000247130	AC138781.1	chr4
10360	ENSG00000184640.17	ENSG00000184640	SEPT9	chr17
10361	ENSG00000168757.12	ENSG00000168757	TSPY2	chrY
10362	ENSG00000244062.1	ENSG00000244062	AC080128.1	chr3
10363	ENSG00000254562.5	ENSG00000254562	LINC01493	chr11
10364	ENSG00000260338.1	ENSG00000260338	LINC01570	chr16
10365	ENSG00000259036.1	ENSG00000259036	AL355102.5	chr14
10366	ENSG00000267224.1	ENSG00000267224	AC005498.1	chr19
10367	ENSG00000231812.1	ENSG00000231812	SNRPCP9	chr7
10368	ENSG00000185347.17	ENSG00000185347	TEDC1	chr14
10369	ENSG00000165682.14	ENSG00000165682	CLEC1B	chr12
10370	ENSG00000250777.1	ENSG00000250777	AC131956.2	chr4
10371	ENSG00000279284.1	ENSG00000279284	AL136967.1	chr6
10372	ENSG00000235967.1	ENSG00000235967	COX5BP3	chr7
10373	ENSG00000132938.19	ENSG00000132938	MTUS2	chr13
10374	ENSG00000099203.6	ENSG00000099203	TMED1	chr19
10375	ENSG00000251128.1	ENSG00000251128	WWC2-AS1	chr4
10376	ENSG00000226769.1	ENSG00000226769	GAPDHP54	chr20
10377	ENSG00000227470.1	ENSG00000227470	AC073415.1	chr2
10378	ENSG00000254298.1	ENSG00000254298	AC008641.1	chr5
10379	ENSG00000257890.1	ENSG00000257890	AC011595.2	chr12
10380	ENSG00000006071.12	ENSG00000006071	ABCC8	chr11
10381	ENSG00000163512.13	ENSG00000163512	AZI2	chr3
10382	ENSG00000260492.2	ENSG00000260492	CISTR	chr12
10383	ENSG00000177736.4	ENSG00000177736	FXNP2	chr9
10384	ENSG00000233932.4	ENSG00000233932	CTXN2	chr15
10385	ENSG00000109099.13	ENSG00000109099	PMP22	chr17
10386	ENSG00000151952.15	ENSG00000151952	TMEM132D	chr12
10387	ENSG00000279405.1	ENSG00000279405	AC004696.2	chr19
10388	ENSG00000232480.1	ENSG00000232480	TGFB2-AS1	chr1
10389	ENSG00000278819.1	ENSG00000278819	AC005156.1	chr7
10390	ENSG00000180739.13	ENSG00000180739	S1PR5	chr19
10391	ENSG00000070785.16	ENSG00000070785	EIF2B3	chr1
10392	ENSG00000151379.3	ENSG00000151379	MSGN1	chr2
10393	ENSG00000280060.1	ENSG00000280060	AL512506.2	chr13
10394	ENSG00000258586.1	ENSG00000258586	LINC02274	chr14
10395	ENSG00000231334.1	ENSG00000231334	AC104781.1	chr2
10396	ENSG00000257830.1	ENSG00000257830	AC021066.1	chr12
10397	ENSG00000199466.1	ENSG00000199466	RF00019	chr10
10398	ENSG00000204117.1	ENSG00000204117	AL162293.1	chr20
10399	ENSG00000196976.7	ENSG00000196976	LAGE3	chrX
10400	ENSG00000224217.1	ENSG00000224217	BX119904.1	chrX
10401	ENSG00000207009.1	ENSG00000207009	RF00019	chr4
10402	ENSG00000249743.5	ENSG00000249743	AC116345.1	chr5
10403	ENSG00000257702.3	ENSG00000257702	LBX2-AS1	chr2
10404	ENSG00000272347.1	ENSG00000272347	AC116351.2	chr5
10405	ENSG00000250274.1	ENSG00000250274	AC034199.1	chr5
10406	ENSG00000226578.1	ENSG00000226578	AL132657.1	chr10
10407	ENSG00000204287.13	ENSG00000204287	HLA-DRA	chr6
10408	ENSG00000249286.1	ENSG00000249286	AMD1P3	chr5
10409	ENSG00000254080.1	ENSG00000254080	AC115837.2	chr8
10410	ENSG00000235390.4	ENSG00000235390	AC051619.1	chr15
10411	ENSG00000224999.1	ENSG00000224999	VTA1P1	chr6
10412	ENSG00000188334.3	ENSG00000188334	BSPH1	chr19
10413	ENSG00000258119.1	ENSG00000258119	AC087897.2	chr12
10414	ENSG00000261451.1	ENSG00000261451	AC104964.3	chr8
10415	ENSG00000234979.1	ENSG00000234979	Z82185.1	chr22
10416	ENSG00000100023.18	ENSG00000100023	PPIL2	chr22
10417	ENSG00000259929.5	ENSG00000259929	AC010601.1	chr16
10418	ENSG00000118245.2	ENSG00000118245	TNP1	chr2
10419	ENSG00000189403.14	ENSG00000189403	HMGB1	chr13
10420	ENSG00000226263.1	ENSG00000226263	ISM1-AS1	chr20
10421	ENSG00000172819.16	ENSG00000172819	RARG	chr12
10422	ENSG00000055950.16	ENSG00000055950	MRPL43	chr10
10423	ENSG00000175809.5	ENSG00000175809	CBLL2	chrX
10424	ENSG00000283058.1	ENSG00000283058	AC009234.1	chr2
10425	ENSG00000279518.1	ENSG00000279518	AC083843.4	chr8
10426	ENSG00000268879.1	ENSG00000268879	IGFL1P1	chr19
10427	ENSG00000163946.13	ENSG00000163946	TASOR	chr3
10428	ENSG00000256849.1	ENSG00000256849	TCP1P3	chr12
10429	ENSG00000119777.18	ENSG00000119777	TMEM214	chr2
10430	ENSG00000069329.16	ENSG00000069329	VPS35	chr16
10431	ENSG00000243033.2	ENSG00000243033	GAPDHP47	chr3
10432	ENSG00000107104.18	ENSG00000107104	KANK1	chr9
10433	ENSG00000280338.1	ENSG00000280338	AC091941.1	chr5
10434	ENSG00000151967.18	ENSG00000151967	SCHIP1	chr3
10435	ENSG00000257636.6	ENSG00000257636	G2E3-AS1	chr14
10436	ENSG00000107854.5	ENSG00000107854	TNKS2	chr10
10437	ENSG00000140939.14	ENSG00000140939	AC074143.1	chr16
10438	ENSG00000259897.2	ENSG00000259897	FRG2JP	chr16
10439	ENSG00000227880.1	ENSG00000227880	AL050402.1	chr22
10440	ENSG00000165244.6	ENSG00000165244	ZNF367	chr9
10441	ENSG00000150244.11	ENSG00000150244	TRIM48	chr11
10442	ENSG00000186654.20	ENSG00000186654	PRR5	chr22
10443	ENSG00000225355.1	ENSG00000225355	ARL6IP1P2	chr10
10444	ENSG00000281477.1	ENSG00000281477	LINC01955	chr2
10445	ENSG00000217950.4	ENSG00000217950	NOC2LP2	chr2
10446	ENSG00000223443.2	ENSG00000223443	USP17L2	chr8
10447	ENSG00000177733.6	ENSG00000177733	HNRNPA0	chr5
10448	ENSG00000277901.1	ENSG00000277901	AL390037.1	chr20
10449	ENSG00000182187.3	ENSG00000182187	CRYGB	chr2
10450	ENSG00000230497.2	ENSG00000230497	EEF1B2P8	chr3
10451	ENSG00000253284.2	ENSG00000253284	AC092828.1	chr12
10452	ENSG00000257987.5	ENSG00000257987	TEX49	chr12
10453	ENSG00000273958.1	ENSG00000273958	AC009560.1	chr15
10454	ENSG00000272027.2	ENSG00000272027	AC073218.2	chr2
10455	ENSG00000253141.1	ENSG00000253141	AC008632.1	chr5
10456	ENSG00000227211.2	ENSG00000227211	AL035551.1	chrX
10457	ENSG00000250902.1	ENSG00000250902	SMAD1-AS1	chr4
10458	ENSG00000186130.4	ENSG00000186130	ZBTB6	chr9
10459	ENSG00000137561.4	ENSG00000137561	TTPA	chr8
10460	ENSG00000264754.1	ENSG00000264754	AC110921.1	chr17
10461	ENSG00000280005.1	ENSG00000280005	AC079298.2	chr4
10462	ENSG00000188280.11	ENSG00000188280	FAM230G	chr22
10463	ENSG00000106415.12	ENSG00000106415	GLCCI1	chr7
10464	ENSG00000228689.7	ENSG00000228689	AL355997.1	chr6
10465	ENSG00000175606.10	ENSG00000175606	TMEM70	chr8
10466	ENSG00000105647.16	ENSG00000105647	PIK3R2	chr19
10467	ENSG00000135052.16	ENSG00000135052	GOLM1	chr9
10468	ENSG00000280225.1	ENSG00000280225	AC237221.2	chr7
10469	ENSG00000235749.2	ENSG00000235749	AL390860.1	chr1
10470	ENSG00000149483.11	ENSG00000149483	TMEM138	chr11
10471	ENSG00000267152.1	ENSG00000267152	AC093227.1	chr19
10472	ENSG00000248478.2	ENSG00000248478	NA	NA
10473	ENSG00000274353.1	ENSG00000274353	AC103564.3	chr2
10474	ENSG00000223394.2	ENSG00000223394	TRBV29OR9-2	chr9
10475	ENSG00000146426.17	ENSG00000146426	TIAM2	chr6
10476	ENSG00000280396.1	ENSG00000280396	AC114546.4	chr15
10477	ENSG00000159110.19	ENSG00000159110	IFNAR2	chr21
10478	ENSG00000111269.2	ENSG00000111269	CREBL2	chr12
10479	ENSG00000152936.10	ENSG00000152936	LMNTD1	chr12
10480	ENSG00000102699.5	ENSG00000102699	PARP4	chr13
10481	ENSG00000234700.1	ENSG00000234700	MTCO1P8	chr7
10482	ENSG00000105700.10	ENSG00000105700	KXD1	chr19
10483	ENSG00000167770.11	ENSG00000167770	OTUB1	chr11
10484	ENSG00000073861.2	ENSG00000073861	TBX21	chr17
10485	ENSG00000184022.3	ENSG00000184022	OR2T10	chr1
10486	ENSG00000230696.1	ENSG00000230696	AC011753.2	chr2
10487	ENSG00000118482.11	ENSG00000118482	PHF3	chr6
10488	ENSG00000249177.1	ENSG00000249177	MTND4P29	chr2
10489	ENSG00000267992.1	ENSG00000267992	AC010605.1	chr19
10490	ENSG00000275569.1	ENSG00000275569	AL355073.2	chr14
10491	ENSG00000243321.3	ENSG00000243321	LINC01998	chr3
10492	ENSG00000223602.2	ENSG00000223602	AC125634.1	chr9
10493	ENSG00000265452.1	ENSG00000265452	MIR3682	chr2
10494	ENSG00000228123.4	ENSG00000228123	AL162726.2	chr9
10495	ENSG00000265810.1	ENSG00000265810	MIR3907	chr7
10496	ENSG00000273238.1	ENSG00000273238	TMEM271	chr4
10497	ENSG00000261313.1	ENSG00000261313	AC105430.1	chr16
10498	ENSG00000252886.1	ENSG00000252886	RN7SKP197	chr12
10499	ENSG00000248019.2	ENSG00000248019	FAM13A-AS1	chr4
10500	ENSG00000253832.1	ENSG00000253832	AC107373.1	chr8
10501	ENSG00000267013.5	ENSG00000267013	LINC01929	chr18
10502	ENSG00000220773.1	ENSG00000220773	RPSAP44	chr6
10503	ENSG00000250284.1	ENSG00000250284	AC109439.2	chr5
10504	ENSG00000284564.1	ENSG00000284564	MIR3064	chr17
10505	ENSG00000245311.2	ENSG00000245311	ARNTL2-AS1	chr12
10506	ENSG00000197540.7	ENSG00000197540	GZMM	chr19
10507	ENSG00000260937.5	ENSG00000260937	AC025272.1	chr15
10508	ENSG00000207248.1	ENSG00000207248	RNU6-1005P	chr16
10509	ENSG00000254178.1	ENSG00000254178	AC090103.1	chr8
10510	ENSG00000244604.1	ENSG00000244604	AC025518.1	chr17
10511	ENSG00000231575.1	ENSG00000231575	AL139118.1	chr10
10512	ENSG00000232815.1	ENSG00000232815	DUX4L50	chr9
10513	ENSG00000131067.16	ENSG00000131067	GGT7	chr20
10514	ENSG00000214071.4	ENSG00000214071	BX842568.1	chrX
10515	ENSG00000250234.1	ENSG00000250234	AC025754.1	chr5
10516	ENSG00000256508.2	ENSG00000256508	MRGPRF-AS1	chr11
10517	ENSG00000228876.1	ENSG00000228876	AC010745.2	chr2
10518	ENSG00000268597.1	ENSG00000268597	AC073539.3	chr19
10519	ENSG00000261419.1	ENSG00000261419	AC145285.4	chr16
10520	ENSG00000222317.1	ENSG00000222317	RNA5SP118	chr2
10521	ENSG00000276591.1	ENSG00000276591	GXYLT1P5	chr9
10522	ENSG00000012211.12	ENSG00000012211	PRICKLE3	chrX
10523	ENSG00000064961.18	ENSG00000064961	HMG20B	chr19
10524	ENSG00000260520.1	ENSG00000260520	AC010547.3	chr16
10525	ENSG00000266439.2	ENSG00000266439	RN7SL493P	chr16
10526	ENSG00000235619.1	ENSG00000235619	RPL36AP33	chr9
10527	ENSG00000277556.1	ENSG00000277556	OR13C5	chr9
10528	ENSG00000238202.1	ENSG00000238202	AC002465.1	chr7
10529	ENSG00000282033.1	ENSG00000282033	AC074387.1	chr2
10530	ENSG00000230707.1	ENSG00000230707	AL589987.1	chrX
10531	ENSG00000168216.10	ENSG00000168216	LMBRD1	chr6
10532	ENSG00000235497.5	ENSG00000235497	AC012506.4	chr2
10533	ENSG00000254011.1	ENSG00000254011	AC011333.1	chr5
10534	ENSG00000221879.3	ENSG00000221879	MRPS21P3	chr1
10535	ENSG00000232524.1	ENSG00000232524	AC073323.1	chr7
10536	ENSG00000272254.1	ENSG00000272254	AC022893.3	chr8
10537	ENSG00000224592.5	ENSG00000224592	AL139158.2	chr1
10538	ENSG00000233005.1	ENSG00000233005	AC018742.1	chr2
10539	ENSG00000212743.2	ENSG00000212743	LINC02656	chr10
10540	ENSG00000249497.1	ENSG00000249497	LINC02075	chr17
10541	ENSG00000224371.5	ENSG00000224371	AL391361.2	chr6
10542	ENSG00000248346.1	ENSG00000248346	AC092435.1	chr4
10543	ENSG00000188368.9	ENSG00000188368	PRR19	chr19
10544	ENSG00000243583.1	ENSG00000243583	NA	NA
10545	ENSG00000172428.10	ENSG00000172428	COPS9	chr2
10546	ENSG00000143119.12	ENSG00000143119	CD53	chr1
10547	ENSG00000234008.5	ENSG00000234008	PPP1R2P2	chr21
10548	ENSG00000231123.1	ENSG00000231123	SPATA20P1	chr21
10549	ENSG00000234580.1	ENSG00000234580	AL356157.1	chr10
10550	ENSG00000143774.16	ENSG00000143774	GUK1	chr1
10551	ENSG00000169258.6	ENSG00000169258	GPRIN1	chr5
10552	ENSG00000257657.2	ENSG00000257657	AC079950.1	chr12
10553	ENSG00000240183.3	ENSG00000240183	RN7SL297P	chr2
10554	ENSG00000224289.1	ENSG00000224289	IFIT6P	chr10
10555	ENSG00000205436.7	ENSG00000205436	EXOC3L4	chr14
10556	ENSG00000233920.1	ENSG00000233920	AL162595.2	chr1
10557	ENSG00000237063.1	ENSG00000237063	AL035420.2	chr20
10558	ENSG00000235718.8	ENSG00000235718	MFRP	chr11
10559	ENSG00000069020.18	ENSG00000069020	MAST4	chr5
10560	ENSG00000240031.1	ENSG00000240031	OR9A3P	chr7
10561	ENSG00000253797.2	ENSG00000253797	UTP14C	chr13
10562	ENSG00000197766.7	ENSG00000197766	CFD	chr19
10563	ENSG00000183207.13	ENSG00000183207	RUVBL2	chr19
10564	ENSG00000229520.1	ENSG00000229520	LINC00404	chr13
10565	ENSG00000143226.13	ENSG00000143226	FCGR2A	chr1
10566	ENSG00000224018.1	ENSG00000224018	AP000470.1	chr21
10567	ENSG00000123901.8	ENSG00000123901	GPR83	chr11
10568	ENSG00000259557.2	ENSG00000259557	HMGN1P26	chr15
10569	ENSG00000197421.9	ENSG00000197421	GGT3P	chr22
10570	ENSG00000249928.2	ENSG00000249928	UQCRBP3	chr5
10571	ENSG00000165501.16	ENSG00000165501	LRR1	chr14
10572	ENSG00000103534.16	ENSG00000103534	TMC5	chr16
10573	ENSG00000088053.11	ENSG00000088053	GP6	chr19
10574	ENSG00000227704.1	ENSG00000227704	AL354892.1	chr6
10575	ENSG00000261526.2	ENSG00000261526	AC012615.1	chr19
10576	ENSG00000008516.16	ENSG00000008516	MMP25	chr16
10577	ENSG00000261044.1	ENSG00000261044	AP006547.1	chr8
10578	ENSG00000234445.1	ENSG00000234445	FGF14-AS1	chr13
10579	ENSG00000283423.1	ENSG00000283423	AC109462.3	chr16
10580	ENSG00000223675.1	ENSG00000223675	AC093117.1	chr1
10581	ENSG00000259840.1	ENSG00000259840	Z97653.1	chr16
10582	ENSG00000237373.1	ENSG00000237373	BRWD1-IT1	chr21
10583	ENSG00000256659.1	ENSG00000256659	LINC02368	chr12
10584	ENSG00000233860.1	ENSG00000233860	AC107072.2	chr4
10585	ENSG00000218472.2	ENSG00000218472	AL590004.2	chr6
10586	ENSG00000187026.2	ENSG00000187026	KRTAP21-2	chr21
10587	ENSG00000118702.9	ENSG00000118702	GHRH	chr20
10588	ENSG00000139508.14	ENSG00000139508	SLC46A3	chr13
10589	ENSG00000118492.16	ENSG00000118492	ADGB	chr6
10590	ENSG00000267137.1	ENSG00000267137	AC005901.1	chr17
10591	ENSG00000237074.2	ENSG00000237074	AL596218.1	chr1
10592	ENSG00000088448.14	ENSG00000088448	ANKRD10	chr13
10593	ENSG00000226943.3	ENSG00000226943	ALG1L5P	chr7
10594	ENSG00000250192.1	ENSG00000250192	AC105390.1	chr4
10595	ENSG00000248796.1	ENSG00000248796	MED15P8	chr2
10596	ENSG00000198431.15	ENSG00000198431	TXNRD1	chr12
10597	ENSG00000155495.8	ENSG00000155495	MAGEC1	chrX
10598	ENSG00000177551.5	ENSG00000177551	NHLH2	chr1
10599	ENSG00000233662.1	ENSG00000233662	CALM2P4	chr13
10600	ENSG00000280334.1	ENSG00000280334	AC009084.2	chr16
10601	ENSG00000179314.13	ENSG00000179314	WSCD1	chr17
10602	ENSG00000222515.1	ENSG00000222515	RN7SKP240	chr6
10603	ENSG00000228142.2	ENSG00000228142	AL354861.2	chr9
10604	ENSG00000256310.1	ENSG00000256310	NDUFA5P6	chr12
10605	ENSG00000168582.4	ENSG00000168582	CRYGA	chr2
10606	ENSG00000230655.3	ENSG00000230655	OR7E55P	chr3
10607	ENSG00000170004.16	ENSG00000170004	CHD3	chr17
10608	ENSG00000180182.10	ENSG00000180182	MED14	chrX
10609	ENSG00000280425.2	ENSG00000280425	AL357673.2	chr1
10610	ENSG00000253407.1	ENSG00000253407	AC087341.1	chr8
10611	ENSG00000115828.15	ENSG00000115828	QPCT	chr2
10612	ENSG00000143740.14	ENSG00000143740	SNAP47	chr1
10613	ENSG00000186354.10	ENSG00000186354	NA	NA
10614	ENSG00000207258.1	ENSG00000207258	RF00019	chr8
10615	ENSG00000225619.1	ENSG00000225619	MYT1L-AS1	chr2
10616	ENSG00000130768.14	ENSG00000130768	SMPDL3B	chr1
10617	ENSG00000213875.3	ENSG00000213875	AC005019.1	chr7
10618	ENSG00000253114.2	ENSG00000253114	AC090151.1	chr8
10619	ENSG00000236048.2	ENSG00000236048	AC013470.3	chr7
10620	ENSG00000230627.1	ENSG00000230627	Z97205.1	chr6
10621	ENSG00000259320.1	ENSG00000259320	AC022523.3	chr15
10622	ENSG00000255115.2	ENSG00000255115	AP002812.4	chr11
10623	ENSG00000273694.1	ENSG00000273694	RF00004	chr1
10624	ENSG00000252892.1	ENSG00000252892	RNU6-548P	chr2
10625	ENSG00000184814.5	ENSG00000184814	PRR23B	chr3
10626	ENSG00000258637.1	ENSG00000258637	AC008056.1	chr14
10627	ENSG00000271286.1	ENSG00000271286	U73023.1	chrX
10628	ENSG00000267402.1	ENSG00000267402	TCF4-AS2	chr18
10629	ENSG00000133321.10	ENSG00000133321	RARRES3	chr11
10630	ENSG00000266767.1	ENSG00000266767	AP000897.2	chr18
10631	ENSG00000248545.2	ENSG00000248545	AC092436.2	chr4
10632	ENSG00000259111.1	ENSG00000259111	AL079307.2	chr14
10633	ENSG00000278124.1	ENSG00000278124	RN7SL186P	chr1
10634	ENSG00000232520.1	ENSG00000232520	AC012507.2	chr2
10635	ENSG00000249419.1	ENSG00000249419	AC023136.1	chr4
10636	ENSG00000127955.15	ENSG00000127955	GNAI1	chr7
10637	ENSG00000152117.17	ENSG00000152117	AC073869.1	chr2
10638	ENSG00000248528.1	ENSG00000248528	LINC02058	chr5
10639	ENSG00000196504.15	ENSG00000196504	PRPF40A	chr2
10640	ENSG00000229417.1	ENSG00000229417	NPM1P25	chr10
10641	ENSG00000241741.1	ENSG00000241741	RPL7AP30	chr4
10642	ENSG00000105258.8	ENSG00000105258	POLR2I	chr19
10643	ENSG00000254688.1	ENSG00000254688	AC013549.2	chr11
10644	ENSG00000011677.12	ENSG00000011677	GABRA3	chrX
10645	ENSG00000267765.1	ENSG00000267765	AC100793.3	chr17
10646	ENSG00000241261.1	ENSG00000241261	RPL17P19	chr4
10647	ENSG00000135365.15	ENSG00000135365	PHF21A	chr11
10648	ENSG00000229979.1	ENSG00000229979	AC243428.1	chrX
10649	ENSG00000169067.3	ENSG00000169067	ACTBL2	chr5
10650	ENSG00000010322.15	ENSG00000010322	NISCH	chr3
10651	ENSG00000262950.1	ENSG00000262950	AC007861.1	chr16
10652	ENSG00000135175.5	ENSG00000135175	OCM2	chr7
10653	ENSG00000241048.1	ENSG00000241048	AC117386.1	chr3
10654	ENSG00000181009.4	ENSG00000181009	OR52N5	chr11
10655	ENSG00000221957.8	ENSG00000221957	KIR2DS4	chr19
10656	ENSG00000275016.4	ENSG00000275016	AC015574.1	chr15
10657	ENSG00000234279.1	ENSG00000234279	LINC01937	chr2
10658	ENSG00000231064.7	ENSG00000231064	AC234582.1	chr1
10659	ENSG00000226081.2	ENSG00000226081	USP12PX	chrX
10660	ENSG00000229393.1	ENSG00000229393	AL139246.4	chr1
10661	ENSG00000228955.2	ENSG00000228955	AL591623.2	chr1
10662	ENSG00000259685.2	ENSG00000259685	IDH2-DT	chr15
10663	ENSG00000168418.7	ENSG00000168418	KCNG4	chr16
10664	ENSG00000144224.16	ENSG00000144224	UBXN4	chr2
10665	ENSG00000270403.1	ENSG00000270403	AP001554.1	chr11
10666	ENSG00000236653.2	ENSG00000236653	LINC01923	chr2
10667	ENSG00000233153.5	ENSG00000233153	UBE2E2-AS1	chr3
10668	ENSG00000050130.17	ENSG00000050130	JKAMP	chr14
10669	ENSG00000264695.1	ENSG00000264695	AC007922.1	chr18
10670	ENSG00000220575.7	ENSG00000220575	HTR5A-AS1	chr7
10671	ENSG00000256025.1	ENSG00000256025	CACNA1C-AS4	chr12
10672	ENSG00000227206.1	ENSG00000227206	AL645937.2	chr6
10673	ENSG00000236164.1	ENSG00000236164	AL161618.1	chr6
10674	ENSG00000230415.1	ENSG00000230415	LINC01786	chr1
10675	ENSG00000260989.1	ENSG00000260989	AL133297.2	chr16
10676	ENSG00000250825.1	ENSG00000250825	PGAM1P12	chr15
10677	ENSG00000213391.3	ENSG00000213391	NA	NA
10678	ENSG00000234319.1	ENSG00000234319	RPS12P2	chr10
10679	ENSG00000236686.1	ENSG00000236686	BZW1P1	chr3
10680	ENSG00000119328.11	ENSG00000119328	FAM206A	chr9
10681	ENSG00000228058.1	ENSG00000228058	LINC01736	chr1
10682	ENSG00000124224.16	ENSG00000124224	PPP4R1L	chr20
10683	ENSG00000188315.7	ENSG00000188315	C3orf62	chr3
10684	ENSG00000252874.2	ENSG00000252874	RF00019	chr11
10685	ENSG00000100422.13	ENSG00000100422	CERK	chr22
10686	ENSG00000235911.1	ENSG00000235911	AC019055.1	chr2
10687	ENSG00000033050.7	ENSG00000033050	ABCF2	chr7
10688	ENSG00000256513.1	ENSG00000256513	AC022081.1	chr12
10689	ENSG00000275291.1	ENSG00000275291	RF00003	chr1
10690	ENSG00000265787.2	ENSG00000265787	CYP4F35P	chr18
10691	ENSG00000266101.1	ENSG00000266101	AC004408.1	chr17
10692	ENSG00000196083.9	ENSG00000196083	IL1RAP	chr3
10693	ENSG00000199053.3	ENSG00000199053	MIR324	chr17
10694	ENSG00000232489.1	ENSG00000232489	MFAP1P1	chr13
10695	ENSG00000160551.11	ENSG00000160551	TAOK1	chr17
10696	ENSG00000277368.1	ENSG00000277368	AL138966.2	chr13
10697	ENSG00000083845.8	ENSG00000083845	RPS5	chr19
10698	ENSG00000254518.1	ENSG00000254518	AC109635.2	chr11
10699	ENSG00000222465.1	ENSG00000222465	RNU2-5P	chr9
10700	ENSG00000276854.1	ENSG00000276854	AL589745.2	chr13
10701	ENSG00000206144.5	ENSG00000206144	MAPK6P1	chr8
10702	ENSG00000228351.1	ENSG00000228351	AC018832.1	chr3
10703	ENSG00000250716.1	ENSG00000250716	LINC01017	chr5
10704	ENSG00000237874.2	ENSG00000237874	AL136972.1	chr6
10705	ENSG00000232448.1	ENSG00000232448	AL354824.2	chr20
10706	ENSG00000256560.1	ENSG00000256560	LINC01486	chr12
10707	ENSG00000106648.13	ENSG00000106648	GALNTL5	chr7
10708	ENSG00000175202.3	ENSG00000175202	HIGD2B	chr15
10709	ENSG00000241810.1	ENSG00000241810	HMGN2P13	chr3
10710	ENSG00000228725.3	ENSG00000228725	MTND2P12	chr17
10711	ENSG00000074842.7	ENSG00000074842	MYDGF	chr19
10712	ENSG00000255272.1	ENSG00000255272	AC113192.5	chr11
