ENSG_ver	ENSG_no_ver	GeneSymbol	chr
15069	ENSG00000138138.13	ENSG00000138138	ATAD1	chr10
51802	ENSG00000138152.8	ENSG00000138152	BTBD16	chr10
9016	ENSG00000138160.5	ENSG00000138160	KIF11	chr10
1770	ENSG00000138161.13	ENSG00000138161	CUZD1	chr10
7515	ENSG00000138162.18	ENSG00000138162	TACC2	chr10
6214	ENSG00000138166.5	ENSG00000138166	DUSP5	chr10
2521	ENSG00000138172.10	ENSG00000138172	CALHM2	chr10
4506	ENSG00000138175.8	ENSG00000138175	ARL3	chr10
5349	ENSG00000138180.15	ENSG00000138180	CEP55	chr10
13311	ENSG00000138182.14	ENSG00000138182	KIF20B	chr10
740	ENSG00000138185.18	ENSG00000138185	ENTPD1	chr10
6187	ENSG00000138190.16	ENSG00000138190	EXOC6	chr10
752	ENSG00000138193.15	ENSG00000138193	PLCE1	chr10
265	ENSG00000138207.13	ENSG00000138207	RBP4	chr10
9983	ENSG00000138231.12	ENSG00000138231	DBR1	chr3
8860	ENSG00000138246.15	ENSG00000138246	DNAJC13	chr3
263708	ENSG00000138271.5	ENSG00000138271	GPR87	chr3
11443	ENSG00000138279.15	ENSG00000138279	ANXA7	chr10
2135	ENSG00000138286.14	ENSG00000138286	FAM149B1	chr10
15266	ENSG00000138303.17	ENSG00000138303	ASCC1	chr10
325459	ENSG00000138308.5	ENSG00000138308	PLA2G12B	chr10
49187	ENSG00000138311.15	ENSG00000138311	ZNF365	chr10
326756	ENSG00000138315.12	ENSG00000138315	OIT3	chr10
4229	ENSG00000138316.10	ENSG00000138316	ADAMTS14	chr10
1745	ENSG00000138326.18	ENSG00000138326	RPS24	chr10
7890	ENSG00000138336.8	ENSG00000138336	TET1	chr10
3030	ENSG00000138346.14	ENSG00000138346	DNA2	chr10
283105	ENSG00000138347.15	ENSG00000138347	MYPN	chr10
10298	ENSG00000138356.13	ENSG00000138356	AOX1	chr2
7104	ENSG00000138363.14	ENSG00000138363	ATIC	chr2
3824	ENSG00000138375.12	ENSG00000138375	SMARCAL1	chr2
4184	ENSG00000138376.10	ENSG00000138376	BARD1	chr2
9777	ENSG00000138378.17	ENSG00000138378	STAT4	chr2
10252	ENSG00000138379.4	ENSG00000138379	MSTN	chr2
8844	ENSG00000138380.17	ENSG00000138380	CARF	chr2
15989	ENSG00000138381.9	ENSG00000138381	ASNSD1	chr2
5449	ENSG00000138382.14	ENSG00000138382	METTL5	chr2
875	ENSG00000138385.15	ENSG00000138385	SSB	chr2
11612	ENSG00000138386.16	ENSG00000138386	NAB1	chr2
11872	ENSG00000138395.14	ENSG00000138395	CDK15	chr2
9791	ENSG00000138398.15	ENSG00000138398	PPIG	chr2
1934	ENSG00000138399.17	ENSG00000138399	FASTKD1	chr2
16681	ENSG00000138400.12	ENSG00000138400	MDH1B	chr2
11028	ENSG00000138411.10	ENSG00000138411	HECW2	chr2
4251	ENSG00000138413.13	ENSG00000138413	IDH1	chr2
6137	ENSG00000138430.15	ENSG00000138430	OLA1	chr2
14838	ENSG00000138433.15	ENSG00000138433	CIR1	chr2
5111	ENSG00000138434.16	ENSG00000138434	ITPRID2	chr2
173510	ENSG00000138435.15	ENSG00000138435	CHRNA1	chr2
13978	ENSG00000138439.11	ENSG00000138439	FAM117B	chr2
11976	ENSG00000138442.9	ENSG00000138442	WDR12	chr2
1701	ENSG00000138443.15	ENSG00000138443	ABI2	chr2
1148	ENSG00000138448.11	ENSG00000138448	ITGAV	chr2
11463	ENSG00000138449.10	ENSG00000138449	SLC40A1	chr2
3880	ENSG00000138459.8	ENSG00000138459	SLC35A5	chr3
1072	ENSG00000138463.8	ENSG00000138463	SLC49A4	chr3
10369	ENSG00000138468.15	ENSG00000138468	SENP7	chr3
414769	ENSG00000138472.10	ENSG00000138472	GUCA1C	chr3
8785	ENSG00000138495.6	ENSG00000138495	COX17	chr3
15988	ENSG00000138496.16	ENSG00000138496	PARP9	chr3
2240	ENSG00000138587.5	ENSG00000138587	MNS1	chr15
13924	ENSG00000138592.13	ENSG00000138592	USP8	chr15
11767	ENSG00000138593.8	ENSG00000138593	SECISBP2L	chr15
9795	ENSG00000138594.13	ENSG00000138594	TMOD3	chr15
6464	ENSG00000138600.9	ENSG00000138600	SPPL2A	chr15
14245	ENSG00000138604.9	ENSG00000138604	GLCE	chr15
1084	ENSG00000138606.19	ENSG00000138606	SHF	chr15
15631	ENSG00000138613.13	ENSG00000138613	APH1B	chr15
14262	ENSG00000138614.14	ENSG00000138614	INTS14	chr15
10064	ENSG00000138615.5	ENSG00000138615	CILP	chr15
5058	ENSG00000138617.14	ENSG00000138617	PARP16	chr15
7491	ENSG00000138621.11	ENSG00000138621	PPCDC	chr15
103447	ENSG00000138622.3	ENSG00000138622	HCN4	chr15
12129	ENSG00000138623.9	ENSG00000138623	SEMA7A	chr15
14564	ENSG00000138629.15	ENSG00000138629	UBL7	chr15
7318	ENSG00000138639.17	ENSG00000138639	ARHGAP24	chr4
9414	ENSG00000138640.14	ENSG00000138640	FAM13A	chr4
15769	ENSG00000138641.15	ENSG00000138641	HERC3	chr4
8200	ENSG00000138642.14	ENSG00000138642	HERC6	chr4
14670	ENSG00000138646.8	ENSG00000138646	HERC5	chr4
18041	ENSG00000138650.8	ENSG00000138650	PCDH10	chr4
11596	ENSG00000138658.15	ENSG00000138658	ZGRF1	chr4
13032	ENSG00000138660.11	ENSG00000138660	AP1AR	chr4
3302	ENSG00000138663.8	ENSG00000138663	COPS4	chr4
9000	ENSG00000138668.18	ENSG00000138668	HNRNPD	chr4
4866	ENSG00000138669.9	ENSG00000138669	PRKG2	chr4
1198	ENSG00000138670.17	ENSG00000138670	RASGEF1B	chr4
9821	ENSG00000138674.16	ENSG00000138674	SEC31A	chr4
125767	ENSG00000138675.16	ENSG00000138675	FGF5	chr4
7194	ENSG00000138678.10	ENSG00000138678	GPAT3	chr4
14712	ENSG00000138685.13	ENSG00000138685	FGF2	chr4
3628	ENSG00000138686.9	ENSG00000138686	BBS7	chr4
14584	ENSG00000138688.15	ENSG00000138688	KIAA1109	chr4
537	ENSG00000138696.10	ENSG00000138696	BMPR1B	chr4
14867	ENSG00000138698.14	ENSG00000138698	RAP1GDS1	chr4
6488	ENSG00000138709.17	ENSG00000138709	LARP1B	chr4
712	ENSG00000138722.9	ENSG00000138722	MMRN1	chr4
943	ENSG00000138735.15	ENSG00000138735	PDE5A	chr4
442	ENSG00000138738.10	ENSG00000138738	PRDM5	chr4
20701	ENSG00000138741.10	ENSG00000138741	TRPC3	chr4
5796	ENSG00000138744.14	ENSG00000138744	NAAA	chr4
15768	ENSG00000138750.14	ENSG00000138750	NUP54	chr4
10665	ENSG00000138755.5	ENSG00000138755	CXCL9	chr4
14041	ENSG00000138756.17	ENSG00000138756	BMP2K	chr4
7095	ENSG00000138757.14	ENSG00000138757	G3BP2	chr4
3519	ENSG00000138758.11	ENSG00000138758	SEPT11	chr4
6219	ENSG00000138759.18	ENSG00000138759	FRAS1	chr4
7517	ENSG00000138760.9	ENSG00000138760	SCARB2	chr4
9773	ENSG00000138764.14	ENSG00000138764	CCNG2	chr4
13333	ENSG00000138767.12	ENSG00000138767	CNOT6L	chr4
13658	ENSG00000138768.14	ENSG00000138768	USO1	chr4
38788	ENSG00000138769.10	ENSG00000138769	CDKL2	chr4
877	ENSG00000138771.14	ENSG00000138771	SHROOM3	chr4
2227	ENSG00000138772.12	ENSG00000138772	ANXA3	chr4
10264	ENSG00000138777.19	ENSG00000138777	PPA2	chr4
6444	ENSG00000138778.11	ENSG00000138778	CENPE	chr4
2662	ENSG00000138780.14	ENSG00000138780	GSTCD	chr4
7905	ENSG00000138785.14	ENSG00000138785	INTS12	chr4
13314	ENSG00000138792.9	ENSG00000138792	ENPEP	chr4
13702	ENSG00000138794.9	ENSG00000138794	CASP6	chr4
9771	ENSG00000138795.9	ENSG00000138795	LEF1	chr4
8347	ENSG00000138796.16	ENSG00000138796	HADH	chr4
96848	ENSG00000138798.11	ENSG00000138798	EGF	chr4
3497	ENSG00000138801.8	ENSG00000138801	PAPSS1	chr4
14110	ENSG00000138802.11	ENSG00000138802	SEC24B	chr4
10001	ENSG00000138814.16	ENSG00000138814	PPP3CA	chr4
13158	ENSG00000138821.12	ENSG00000138821	SLC39A8	chr4
55348	ENSG00000138823.13	ENSG00000138823	MTTP	chr4
17056	ENSG00000138829.11	ENSG00000138829	FBN2	chr5
12674	ENSG00000138834.12	ENSG00000138834	MAPK8IP3	chr16
2200	ENSG00000138835.22	ENSG00000138835	RGS3	chr9
8371	ENSG00000138867.16	ENSG00000138867	GUCD1	chr22
13648	ENSG00000138942.15	ENSG00000138942	RNF185	chr22
2192	ENSG00000138944.7	ENSG00000138944	SHISAL1	chr22
1305	ENSG00000138964.16	ENSG00000138964	PARVG	chr22
4524	ENSG00000139044.10	ENSG00000139044	B4GALNT3	chr12
10488	ENSG00000139055.6	ENSG00000139055	ERP27	chr12
9611	ENSG00000139083.10	ENSG00000139083	ETV6	chr12
4084	ENSG00000139112.10	ENSG00000139112	GABARAPL1	chr12
12980	ENSG00000139116.18	ENSG00000139116	KIF21A	chr12
11536	ENSG00000139117.13	ENSG00000139117	CPNE8	chr12
13521	ENSG00000139131.12	ENSG00000139131	YARS2	chr12
13923	ENSG00000139132.14	ENSG00000139132	FGD4	chr12
4176	ENSG00000139133.6	ENSG00000139133	ALG10	chr12
36437	ENSG00000139144.9	ENSG00000139144	PIK3C2G	chr12
8033	ENSG00000139146.13	ENSG00000139146	SINHCAF	chr12
3003	ENSG00000139154.14	ENSG00000139154	AEBP2	chr12
7809	ENSG00000139155.8	ENSG00000139155	SLCO1C1	chr12
12946	ENSG00000139160.13	ENSG00000139160	ETFBKMT	chr12
6046	ENSG00000139163.15	ENSG00000139163	ETNK1	chr12
8436	ENSG00000139168.7	ENSG00000139168	ZCRB1	chr12
2002	ENSG00000139173.9	ENSG00000139173	TMEM117	chr12
1128	ENSG00000139174.11	ENSG00000139174	PRICKLE1	chr12
15859	ENSG00000139178.10	ENSG00000139178	C1RL	chr12
7803	ENSG00000139180.10	ENSG00000139180	NDUFA9	chr12
10025	ENSG00000139182.13	ENSG00000139182	CLSTN3	chr12
2460	ENSG00000139187.9	ENSG00000139187	KLRG1	chr12
4391	ENSG00000139190.16	ENSG00000139190	VAMP1	chr12
14269	ENSG00000139192.11	ENSG00000139192	TAPBPL	chr12
9218	ENSG00000139193.3	ENSG00000139193	CD27	chr12
4764	ENSG00000139194.7	ENSG00000139194	RBP5	chr12
15701	ENSG00000139197.10	ENSG00000139197	PEX5	chr12
17332	ENSG00000139200.13	ENSG00000139200	PIANP	chr12
23673	ENSG00000139209.15	ENSG00000139209	SLC38A4	chr12
8613	ENSG00000139211.6	ENSG00000139211	AMIGO2	chr12
7720	ENSG00000139218.17	ENSG00000139218	SCAF11	chr12
185610	ENSG00000139219.17	ENSG00000139219	COL2A1	chr12
327	ENSG00000139220.16	ENSG00000139220	PPFIA2	chr12
13615	ENSG00000139233.6	ENSG00000139233	LLPH	chr12
5090	ENSG00000139239.7	ENSG00000139239	RPL14P1	chr12
3998	ENSG00000139263.11	ENSG00000139263	LRIG3	chr12
13328	ENSG00000139266.5	ENSG00000139266	MARCH9	chr12
120108	ENSG00000139269.2	ENSG00000139269	INHBE	chr12
11282	ENSG00000139278.9	ENSG00000139278	GLIPR1	chr12
508973	ENSG00000139287.12	ENSG00000139287	TPH2	chr12
7371	ENSG00000139289.13	ENSG00000139289	PHLDA1	chr12
13470	ENSG00000139291.13	ENSG00000139291	TMEM19	chr12
9682	ENSG00000139292.12	ENSG00000139292	LGR5	chr12
6132	ENSG00000139304.12	ENSG00000139304	PTPRQ	chr12
14982	ENSG00000139318.7	ENSG00000139318	DUSP6	chr12
10329	ENSG00000139323.13	ENSG00000139323	POC1B	chr12
7052	ENSG00000139324.11	ENSG00000139324	TMTC3	chr12
13732	ENSG00000139329.4	ENSG00000139329	LUM	chr12
6136	ENSG00000139343.10	ENSG00000139343	SNRPF	chr12
24043	ENSG00000139344.7	ENSG00000139344	AMDHD1	chr12
8396	ENSG00000139350.11	ENSG00000139350	NEDD1	chr12
40014	ENSG00000139352.3	ENSG00000139352	ASCL1	chr12
12825	ENSG00000139354.10	ENSG00000139354	GAS2L3	chr12
24010	ENSG00000139364.10	ENSG00000139364	TMEM132B	chr12
9582	ENSG00000139370.11	ENSG00000139370	SLC15A4	chr12
9255	ENSG00000139372.14	ENSG00000139372	TDG	chr12
12903	ENSG00000139405.15	ENSG00000139405	RITA1	chr12
2118	ENSG00000139410.14	ENSG00000139410	SDSL	chr12
14949	ENSG00000139428.11	ENSG00000139428	MMAB	chr12
15222	ENSG00000139433.9	ENSG00000139433	GLTP	chr12
12071	ENSG00000139436.20	ENSG00000139436	GIT2	chr12
14303	ENSG00000139437.17	ENSG00000139437	TCHP	chr12
9158	ENSG00000139438.5	ENSG00000139438	FAM222A	chr12
17640	ENSG00000139445.17	ENSG00000139445	FOXN4	chr12
15540	ENSG00000139496.15	ENSG00000139496	NUP58	chr13
15985	ENSG00000139505.11	ENSG00000139505	MTMR6	chr13
13710	ENSG00000139508.14	ENSG00000139508	SLC46A3	chr13
9837	ENSG00000139514.12	ENSG00000139514	SLC7A1	chr13
295729	ENSG00000139515.5	ENSG00000139515	PDX1	chr13
12166	ENSG00000139517.7	ENSG00000139517	LNX2	chr13
15818	ENSG00000139531.12	ENSG00000139531	SUOX	chr12
6949	ENSG00000139537.10	ENSG00000139537	CCDC65	chr12
315092	ENSG00000139540.11	ENSG00000139540	SLC39A5	chr12
14116	ENSG00000139546.10	ENSG00000139546	TARBP2	chr12
7156	ENSG00000139547.7	ENSG00000139547	RDH16	chr12
25118	ENSG00000139549.2	ENSG00000139549	DHH	chr12
2100	ENSG00000139567.12	ENSG00000139567	ACVRL1	chr12
18867	ENSG00000139572.3	ENSG00000139572	GPR84	chr12
4570	ENSG00000139574.8	ENSG00000139574	NPFF	chr12
2891	ENSG00000139579.12	ENSG00000139579	NABP2	chr12
9797	ENSG00000139597.17	ENSG00000139597	N4BP2L1	chr13
38659	ENSG00000139610.1	ENSG00000139610	CELA1	chr12
15575	ENSG00000139613.11	ENSG00000139613	SMARCC2	chr12
4024	ENSG00000139618.14	ENSG00000139618	BRCA2	chr13
15508	ENSG00000139620.12	ENSG00000139620	KANSL2	chr12
9351	ENSG00000139624.12	ENSG00000139624	CERS5	chr12
3230	ENSG00000139625.12	ENSG00000139625	MAP3K12	chr12
10931	ENSG00000139626.15	ENSG00000139626	ITGB7	chr12
6692	ENSG00000139629.15	ENSG00000139629	GALNT6	chr12
4021	ENSG00000139631.18	ENSG00000139631	CSAD	chr12
11319	ENSG00000139636.15	ENSG00000139636	LMBR1L	chr12
1238	ENSG00000139637.13	ENSG00000139637	C12orf10	chr12
2984	ENSG00000139641.12	ENSG00000139641	ESYT1	chr12
2266	ENSG00000139644.12	ENSG00000139644	TMBIM6	chr12
8110	ENSG00000139645.9	ENSG00000139645	ANKRD52	chr12
524039	ENSG00000139648.6	ENSG00000139648	KRT71	chr12
12281	ENSG00000139651.10	ENSG00000139651	ZNF740	chr12
1865	ENSG00000139668.8	ENSG00000139668	WDFY2	chr13
5095	ENSG00000139675.11	ENSG00000139675	HNRNPA1L2	chr13
14404	ENSG00000139679.15	ENSG00000139679	LPAR6	chr13
2022	ENSG00000139684.13	ENSG00000139684	ESD	chr13
13637	ENSG00000139687.13	ENSG00000139687	RB1	chr13
2702	ENSG00000139697.13	ENSG00000139697	SBNO1	chr12
7340	ENSG00000139714.12	ENSG00000139714	MORN3	chr12
4974	ENSG00000139718.10	ENSG00000139718	SETD1B	chr12
14268	ENSG00000139719.9	ENSG00000139719	VPS33A	chr12
13442	ENSG00000139722.6	ENSG00000139722	VPS37B	chr12
8222	ENSG00000139725.7	ENSG00000139725	RHOF	chr12
14716	ENSG00000139726.10	ENSG00000139726	DENR	chr12
17090	ENSG00000139734.17	ENSG00000139734	DIAPH3	chr13
191	ENSG00000139737.21	ENSG00000139737	SLAIN1	chr13
14047	ENSG00000139746.15	ENSG00000139746	RBM26	chr13
33506	ENSG00000139767.8	ENSG00000139767	SRRM4	chr12
151947	ENSG00000139780.7	ENSG00000139780	METTL21C	chr13
14742	ENSG00000139793.18	ENSG00000139793	MBNL2	chr13
98028	ENSG00000139800.8	ENSG00000139800	ZIC5	chr13
13233	ENSG00000139826.5	ENSG00000139826	ABHD13	chr13
342	ENSG00000139832.4	ENSG00000139832	RAB20	chr13
12320	ENSG00000139835.13	ENSG00000139835	GRTP1	chr13
7830	ENSG00000139842.14	ENSG00000139842	CUL4A	chr13
100971	ENSG00000139865.16	ENSG00000139865	TTC6	chr14
4731	ENSG00000139874.5	ENSG00000139874	SSTR1	chr14
4954	ENSG00000139880.19	ENSG00000139880	CDH24	chr14
9612	ENSG00000139890.9	ENSG00000139890	REM2	chr14
3007	ENSG00000139899.10	ENSG00000139899	CBLN3	chr14
11027	ENSG00000139908.14	ENSG00000139908	TSSK4	chr14
8416	ENSG00000139910.19	ENSG00000139910	NOVA1	chr14
34820	ENSG00000139914.6	ENSG00000139914	FITM1	chr14
105661	ENSG00000139915.18	ENSG00000139915	MDGA2	chr14
8970	ENSG00000139921.12	ENSG00000139921	TMX1	chr14
4061	ENSG00000139926.15	ENSG00000139926	FRMD6	chr14
4870	ENSG00000139946.9	ENSG00000139946	PELI2	chr14
6967	ENSG00000139970.16	ENSG00000139970	RTN1	chr14
5663	ENSG00000139971.15	ENSG00000139971	ARMH4	chr14
105712	ENSG00000139973.16	ENSG00000139973	SYT16	chr14
3821	ENSG00000139974.15	ENSG00000139974	SLC38A6	chr14
9483	ENSG00000139977.13	ENSG00000139977	NAA30	chr14
35933	ENSG00000139985.6	ENSG00000139985	ADAM21	chr14
39425	ENSG00000139988.9	ENSG00000139988	RDH12	chr14
9789	ENSG00000139990.17	ENSG00000139990	DCAF5	chr14
11236	ENSG00000139998.14	ENSG00000139998	RAB15	chr14
8625	ENSG00000140006.11	ENSG00000140006	WDR89	chr14
1526	ENSG00000140009.18	ENSG00000140009	ESR2	chr14
16499	ENSG00000140015.19	ENSG00000140015	KCNH5	chr14
9050	ENSG00000140022.9	ENSG00000140022	STON2	chr14
6717	ENSG00000140025.15	ENSG00000140025	EFCAB11	chr14
5983	ENSG00000140030.5	ENSG00000140030	GPR65	chr14
4314	ENSG00000140043.11	ENSG00000140043	PTGR2	chr14
6467	ENSG00000140044.12	ENSG00000140044	JDP2	chr14
2881	ENSG00000140057.8	ENSG00000140057	AK7	chr14
106289	ENSG00000140067.6	ENSG00000140067	FAM181A	chr14
5565	ENSG00000140090.17	ENSG00000140090	SLC24A4	chr14
14122	ENSG00000140092.14	ENSG00000140092	FBLN5	chr14
137089	ENSG00000140093.9	ENSG00000140093	SERPINA10	chr14
3320	ENSG00000140104.13	ENSG00000140104	CLBA1	chr14
15647	ENSG00000140105.17	ENSG00000140105	WARS	chr14
427239	ENSG00000140107.10	ENSG00000140107	SLC25A47	chr14
11061	ENSG00000140153.17	ENSG00000140153	WDR20	chr14
7119	ENSG00000140157.14	ENSG00000140157	NIPA2	chr15
9116	ENSG00000140199.11	ENSG00000140199	SLC12A6	chr15
24668	ENSG00000140254.12	ENSG00000140254	DUOXA1	chr15
3741	ENSG00000140259.6	ENSG00000140259	MFAP1	chr15
3365	ENSG00000140262.17	ENSG00000140262	TCF12	chr15
1458	ENSG00000140263.13	ENSG00000140263	SORD	chr15
15484	ENSG00000140264.19	ENSG00000140264	SERF2	chr15
9302	ENSG00000140265.12	ENSG00000140265	ZSCAN29	chr15
361397	ENSG00000140274.13	ENSG00000140274	DUOXA2	chr15
10128	ENSG00000140279.12	ENSG00000140279	DUOX2	chr15
1650	ENSG00000140280.13	ENSG00000140280	LYSMD2	chr15
5568	ENSG00000140284.10	ENSG00000140284	SLC27A2	chr15
870	ENSG00000140285.9	ENSG00000140285	FGF7	chr15
4027	ENSG00000140287.10	ENSG00000140287	HDC	chr15
36354	ENSG00000140297.12	ENSG00000140297	GCNT3	chr15
15602	ENSG00000140299.11	ENSG00000140299	BNIP2	chr15
13870	ENSG00000140307.10	ENSG00000140307	GTF2A2	chr15
12742	ENSG00000140319.10	ENSG00000140319	SRP14	chr15
4322	ENSG00000140320.11	ENSG00000140320	BAHD1	chr15
10130	ENSG00000140323.5	ENSG00000140323	DISP2	chr15
15169	ENSG00000140326.12	ENSG00000140326	CDAN1	chr15
12741	ENSG00000140332.15	ENSG00000140332	TLE3	chr15
9281	ENSG00000140350.15	ENSG00000140350	ANP32A	chr15
12059	ENSG00000140365.15	ENSG00000140365	COMMD4	chr15
12849	ENSG00000140367.11	ENSG00000140367	UBE2Q2	chr15
4189	ENSG00000140368.12	ENSG00000140368	PSTPIP1	chr15
545	ENSG00000140374.15	ENSG00000140374	ETFA	chr15
1212	ENSG00000140379.7	ENSG00000140379	BCL2A1	chr15
8717	ENSG00000140382.14	ENSG00000140382	HMG20A	chr15
3695	ENSG00000140386.12	ENSG00000140386	SCAPER	chr15
1610	ENSG00000140391.14	ENSG00000140391	TSPAN3	chr15
14254	ENSG00000140395.8	ENSG00000140395	WDR61	chr15
16115	ENSG00000140396.12	ENSG00000140396	NCOA2	chr8
14112	ENSG00000140398.13	ENSG00000140398	NEIL1	chr15
14080	ENSG00000140400.16	ENSG00000140400	MAN2C1	chr15
3139	ENSG00000140403.12	ENSG00000140403	DNAJA4	chr15
14061	ENSG00000140406.3	ENSG00000140406	TLNRD1	chr15
1328	ENSG00000140416.19	ENSG00000140416	TPM1	chr15
12487	ENSG00000140443.13	ENSG00000140443	IGF1R	chr15
2439	ENSG00000140450.8	ENSG00000140450	ARRDC4	chr15
9719	ENSG00000140451.12	ENSG00000140451	PIF1	chr15
9744	ENSG00000140455.16	ENSG00000140455	AC007950.1	chr15
368	ENSG00000140459.17	ENSG00000140459	CYP11A1	chr15
5351	ENSG00000140463.13	ENSG00000140463	BBS4	chr15
14329	ENSG00000140464.19	ENSG00000140464	PML	chr15
12872	ENSG00000140465.13	ENSG00000140465	CYP1A1	chr15
3833	ENSG00000140470.13	ENSG00000140470	ADAMTS17	chr15
13913	ENSG00000140471.16	ENSG00000140471	LINS1	chr15
5650	ENSG00000140474.12	ENSG00000140474	ULK3	chr15
154	ENSG00000140479.16	ENSG00000140479	PCSK6	chr15
101539	ENSG00000140481.14	ENSG00000140481	CCDC33	chr15
13145	ENSG00000140488.15	ENSG00000140488	CELF6	chr15
1110	ENSG00000140497.16	ENSG00000140497	SCAMP2	chr15
420761	ENSG00000140505.6	ENSG00000140505	CYP1A2	chr15
37304	ENSG00000140506.16	ENSG00000140506	LMAN1L	chr15
5836	ENSG00000140511.11	ENSG00000140511	HAPLN3	chr15
942	ENSG00000140519.12	ENSG00000140519	RHCG	chr15
10746	ENSG00000140521.12	ENSG00000140521	POLG	chr15
101331	ENSG00000140522.11	ENSG00000140522	RLBP1	chr15
4131	ENSG00000140525.17	ENSG00000140525	FANCI	chr15
15890	ENSG00000140526.17	ENSG00000140526	ABHD2	chr15
3462	ENSG00000140527.14	ENSG00000140527	WDR93	chr15
4877	ENSG00000140534.13	ENSG00000140534	TICRR	chr15
1691	ENSG00000140538.16	ENSG00000140538	NTRK3	chr15
11831	ENSG00000140543.14	ENSG00000140543	DET1	chr15
5921	ENSG00000140545.14	ENSG00000140545	MFGE8	chr15
4823	ENSG00000140548.9	ENSG00000140548	ZNF710	chr15
5658	ENSG00000140553.17	ENSG00000140553	UNC45A	chr15
102113	ENSG00000140557.11	ENSG00000140557	ST8SIA2	chr15
3914	ENSG00000140563.14	ENSG00000140563	MCTP2	chr15
4232	ENSG00000140564.11	ENSG00000140564	FURIN	chr15
10318	ENSG00000140575.12	ENSG00000140575	IQGAP1	chr15
2405	ENSG00000140577.15	ENSG00000140577	CRTC3	chr15
14583	ENSG00000140598.13	ENSG00000140598	EFL1	chr15
51128	ENSG00000140600.16	ENSG00000140600	SH3GL3	chr15
15532	ENSG00000140612.13	ENSG00000140612	SEC11A	chr15
120028	ENSG00000140623.13	ENSG00000140623	SEPT12	chr16
15964	ENSG00000140632.16	ENSG00000140632	GLYR1	chr16
13059	ENSG00000140650.11	ENSG00000140650	PMM2	chr16
470	ENSG00000140678.16	ENSG00000140678	ITGAX	chr16
1201	ENSG00000140682.18	ENSG00000140682	TGFB1I1	chr16
8967	ENSG00000140688.16	ENSG00000140688	C16orf58	chr16
13946	ENSG00000140691.16	ENSG00000140691	ARMC5	chr16
13253	ENSG00000140694.16	ENSG00000140694	PARN	chr16
6911	ENSG00000140718.20	ENSG00000140718	FTO	chr16
3590	ENSG00000140740.10	ENSG00000140740	UQCRC2	chr16
7261	ENSG00000140743.7	ENSG00000140743	AC092338.1	chr16
1336	ENSG00000140749.8	ENSG00000140749	IGSF6	chr16
9316	ENSG00000140750.16	ENSG00000140750	ARHGAP17	chr16
87082	ENSG00000140795.12	ENSG00000140795	MYLK3	chr16
137400	ENSG00000140798.15	ENSG00000140798	ABCC12	chr16
2484	ENSG00000140807.6	ENSG00000140807	NKD1	chr16
12657	ENSG00000140829.11	ENSG00000140829	DHX38	chr16
2351	ENSG00000140830.8	ENSG00000140830	TXNL4B	chr16
120126	ENSG00000140832.9	ENSG00000140832	MARVELD3	chr16
40144	ENSG00000140835.9	ENSG00000140835	CHST4	chr16
11808	ENSG00000140836.14	ENSG00000140836	ZFHX3	chr16
37430	ENSG00000140839.11	ENSG00000140839	CLEC18B	chr16
15416	ENSG00000140848.16	ENSG00000140848	CPNE2	chr16
14398	ENSG00000140853.15	ENSG00000140853	NLRC5	chr16
14914	ENSG00000140854.12	ENSG00000140854	KATNB1	chr16
13817	ENSG00000140859.15	ENSG00000140859	KIFC3	chr16
6109	ENSG00000140873.15	ENSG00000140873	ADAMTS18	chr16
8656	ENSG00000140876.11	ENSG00000140876	NUDT7	chr16
10284	ENSG00000140905.10	ENSG00000140905	GCSH	chr16
16024	ENSG00000140931.19	ENSG00000140931	CMTM3	chr16
117940	ENSG00000140932.9	ENSG00000140932	CMTM2	chr16
4769	ENSG00000140937.13	ENSG00000140937	CDH11	chr16
6005	ENSG00000140939.14	ENSG00000140939	AC074143.1	chr16
11785	ENSG00000140941.12	ENSG00000140941	MAP1LC3B	chr16
11717	ENSG00000140943.16	ENSG00000140943	MBTPS1	chr16
10626	ENSG00000140945.16	ENSG00000140945	CDH13	chr16
8871	ENSG00000140948.11	ENSG00000140948	ZCCHC14	chr16
9613	ENSG00000140950.15	ENSG00000140950	MEAK7	chr16
1409	ENSG00000140955.10	ENSG00000140955	ADAD2	chr16
2772	ENSG00000140961.12	ENSG00000140961	OSGIN1	chr16
87	ENSG00000140968.10	ENSG00000140968	IRF8	chr16
12266	ENSG00000140983.13	ENSG00000140983	RHOT2	chr16
398376	ENSG00000140986.7	ENSG00000140986	RPL3L	chr16
131896	ENSG00000140987.19	ENSG00000140987	ZSCAN32	chr16
2680	ENSG00000140988.15	ENSG00000140988	RPS2	chr16
12131	ENSG00000140990.14	ENSG00000140990	NDUFB10	chr16
4544	ENSG00000140992.18	ENSG00000140992	PDPK1	chr16
11594	ENSG00000140993.10	ENSG00000140993	TIGD7	chr16
1519	ENSG00000140995.16	ENSG00000140995	DEF8	chr16
15070	ENSG00000141002.19	ENSG00000141002	TCF25	chr16
4071	ENSG00000141012.12	ENSG00000141012	GALNS	chr16
6865	ENSG00000141013.16	ENSG00000141013	GAS8	chr16
14804	ENSG00000141026.5	ENSG00000141026	MED9	chr17
6592	ENSG00000141027.20	ENSG00000141027	NCOR1	chr17
14738	ENSG00000141030.12	ENSG00000141030	COPS3	chr17
9044	ENSG00000141034.9	ENSG00000141034	GID4	chr17
